id,command,arg0<jpn>,arg1<jpn>,arg2,arg3
main5-3,talk,,It couldn't connect to a network wirelessly,,
main5-3,talk,,To communicate with anything outside， you had to plug in a dedicated cable,,
main5-3,wait,1,,,
main5-3,fadeOutTextLine,,,,
main5-3,newPage,,,,
main5-3,fadeInTextLine,,,,
main5-3,wait,1,,,
main5-3.pauseBgm,,,,,
main5-3,talk,,But.... I had never plugged in such a cable,,
main5-3,talk,,Not even when I was talking to her through this computer,,
main5-3,wait,3,,,
main5-3,fadeOut,2,,,
main5-3,pauseBgm,,,,
main5-3,wait,2,,,
main5-3,end,questSuccess,,,
-,,,,,
main5-4,bg,scenario19,,,
main5-4,fgClear,,,,
main5-4,playBgm,scenario05,,,
main5-4,wait,2,,,
main5-4,talk,,This computer probably isn't communicating with anything,,
main5-4,talk,,Then where are they?,,
main5-4,talk,,I felt like I had gotten one step closer to something,,
main5-4,talk,,But that was all I had found out,,
main5-4,talk,,I didn't seem able to go any further,,
main5-4,talk,,Even so， time kept passing,,
main5-4,talk,,The sun that rose would sink before I knew it,,
main5-4,talk,,Even the seasons changed,,
main5-4,talk,,The summer heat had long since disappeared somewhere,,
main5-4,talk,,I can't remember what it felt like， that sensation of sweat trickling down my skin,,
main5-4,talk,,Really....,,
main5-4,talk,,Sometimes I think， maybe all of it was just a dream,,
main5-4,talk,,Maybe it was a dream， a movie， or some other event that happened somewhere completely unrelated to me,,
main5-4,talk,,Maybe it was an illusion I was supposed to forget the moment I woke up,,
main5-4,talk,,The moon had risen in the sky again that night,,
main5-4,talk,,There was always a moon in the night sky,,
main5-4,talk,,And there was heaven on the moon,,
main5-4,talk,,My late grandmother was there too， now,,
main5-4,wait,1,,,
main5-4,fadeOutTextLine,,,,
main5-4,newPage,,,,
main5-4,fadeInTextLine,,,,
main5-4,wait,1,,,
main5-4,talk,,As I watched the moon floating in the sky.....,,
main5-4,talk,,.....I suddenly thought of something,,
main5-4,talk,,Something I had never even considered before,,
main5-4,talk,,Something that could never possibly be true,,
main5-4,talk,,There was no way that could be true,,
main5-4,talk,,That could never happen,,
main5-4,talk,,That was impossible.....,,
main5-4,wait,1,,,
main5-4,fadeOutTextLine,,,,
main5-4,newPage,,,,
main5-4,fadeInTextLine,,,,
main5-4,wait,1,,,
main5-4,talk,,But.....,,
main5-4,talk,,What if,,
main5-4,talk,,Maybe.....,,
main5-4,wait,3,,,
main5-4,end,questSuccess,,,
-,,,,,
main5-5,bg,computer00,,,
main5-5,fgClear,,,,
main5-5,wait,3,,,
main5-5,talk,,From inside the storage room,,
main5-5,talk,,From the small patch of darkness in one corner,,
main5-5,talk,,I pulled out that old computer,,
main5-5,talk,,It had been so long since I'd seen it,,
main5-5,talk,,I wondered if it would really still work,,
main5-5,talk,,I felt hopeful， but even more anxious,,
main5-5,talk,,But when I connected it to the power， the screen came on after taking a little while,,
main5-5,talk,,The same scene from back then appeared on the screen,,
main5-5,wait,2,,,
main5-5,pauseBgm,,,,
main5-5,fadeOutTextLine,,,,
main5-5,newPage,,,,
main5-5,wait,5,,,
main5-5,bg,scenario01,3.0,1,
main5-5,wait,3,,,
main5-5,playBgm,environment00,,,
main5-5,wait,2,,,
main5-5,fadeInTextLine,,,,
main5-5,wait,1,,,
main5-5,talk,,The deep blue summer sky,,
main5-5,talk,,Heavy clouds that looked close enough to touch,,
main5-5,talk,,The air shimmering in the heat rising from the asphalt,,
main5-5,talk,,The deafening chorus of cicadas,,
main5-5,talk,,I let out a breath without thinking,,
main5-5,talk,,Everything felt so nostalgic,,
main5-5,talk,,I felt like I remembered everything I had forgotten at that moment,,
main5-5,wait,2,,,
main5-5,fadeOutTextLine,,,,
main5-5,newPage,,,,
main5-5,fadeInTextLine,,,,
main5-5,wait,1,,,
main5-5,talk,,It was almost a year since I first met her,,
main5-5,talk,,It was already almost a year,,
main5-5,wait,1,,,
main5-5,fadeOutTextLine,,,,
main5-5,newPage,,,,
main5-5,fadeInTextLine,,,,
main5-5,wait,3,,,
main5-5,talk,,And soon.....,,
main5-5,wait,2,,,
main5-5,talk,,Summer will come again,,
main5-5,wait,5,,,
main5-5,pauseBgm,,,,
main5-5,fadeOut,2,,,
main5-5,wait,2,,,
main5-5,end,questSuccess,,,
-,,,,,
main5-6,bg,scenario01,,,
main5-6,fgClear,,,,
main5-6,hideStatus,,,,
main5-6,appendSurvivor,minamo,,,
main5-6,removeSurvivor,natsuno,,,
main5-6,playBgm,environment00,,,
main5-6,wait,3,,,
main5-6,talk,minamo,......,,
main5-6,talk,minamo,............,,
main5-6,talk,minamo,........................,,
main5-6,camera,event-focusFg-right00,,,
main5-6,wait,1,,,
main5-6,fg,survivor05,right-right,1.0,
main5-6,wait,2,,,
main5-6,talk,minamo,......,,
main5-6,talk,minamo,............,,
main5-6,talk,minamo,........................,,
main5-6,wait,2,,,
main5-6,talk,minamo,......No,,
main5-6,talk,minamo,............Who?,,
main5-6,wait,3,,,
main5-6,end,ending,main5,,
-,,,,,
