id,command,arg0<jpn>,arg1<jpn>,arg2,arg3
shino1-2,talk,natsuno,Sorry,,
shino1-2,talk,shino,What's wrong?,,
shino1-2,talk,natsuno,No......,,
shino1-2,talk,natsuno,I just thought...... it kind of looks like where my family lives,,
shino1-2,talk,shino,......,,
shino1-2,talk,shino,......Your family lives around Tokyo， right， Natsuno?,,
shino1-2,talk,natsuno,Yeah,,
shino1-2,fg,survivor00,right-right,0.5,default
shino1-2,talk,natsuno,It's Tokyo， but way out in the countryside,,
shino1-2,talk,shino,I see......,,
shino1-2,talk,shino,......,,
shino1-2,talk,natsuno,......Where are you from， Shino?,,
shino1-2,talk,shino,Huh?,,
shino1-2,fg,survivor02,right-left,0.5,sad
shino1-2,talk,shino,......I'm from......,,
shino1-2,talk,shino,......,,
shino1-2,talk,shino,......A little town in the mountains of Nagano,,
shino1-2,talk,natsuno,Oh,,
shino1-2,talk,natsuno,That sounds nice,,
shino1-2,talk,natsuno,Having a hometown surrounded by nature sounds kind of nice,,
shino1-2,talk,shino,......,,
shino1-2,talk,natsuno,I bet it was beautiful,,
shino1-2,talk,natsuno,So， what was it like?,,
shino1-2,talk,natsuno,Tell me,,
shino1-2,fg,survivor02,right-left,0.5,default
shino1-2,talk,shino,......Why?,,
shino1-2,talk,natsuno,Why?,,
shino1-2,talk,natsuno,A hometown in the mountains， out in the countryside...... it just sounds kind of nice,,
shino1-2,talk,natsuno,I think I'd like that,,
shino1-2,talk,natsuno,......If you don't want to talk about it， that's okay,,
shino1-2,pauseBgm,,,,
shino1-2,talk,shino,......,,
shino1-2,talk,shino,......It's a little town surrounded by mountains in every direction,,
shino1-2,playBgm,scenario04,,,
shino1-2,fg,survivor02,right-left,0.5,sad
shino1-2,talk,shino,It's mostly rice fields,,
shino1-2,talk,shino,The cicadas are loud in summer， and it snows in winter,,
shino1-2,talk,shino,The river water is cold,,
shino1-2,talk,shino,It's a little famous for its dyeing,,
shino1-2,talk,shino,And it's mostly old people......,,
shino1-2,talk,shino,I didn't have any classmates until I left town for high school,,
shino1-2,talk,shino,......,,
shino1-2,talk,natsuno,......I see,,
shino1-2,talk,natsuno,I can't even imagine not having any classmates,,
shino1-2,talk,natsuno,Even when it snows where I used to live， it never really piles up,,
shino1-2,talk,natsuno,Did you ever have snowball fights?,,
shino1-2,talk,shino,......Not really,,
shino1-2,talk,shino,I did when I was little， but not much,,
shino1-2,talk,shino,......,,
shino1-2,talk,natsuno,What about photos? Don't you have any?,,
shino1-2,talk,shino,Photos......,,
shino1-2,talk,shino,......I don't,,
shino1-2,talk,shino,I didn't get interested in cameras until after I left town,,
shino1-2,talk,shino,So I don't have any photos of my hometown......,,
shino1-2,talk,natsuno,I see,,
shino1-2,talk,shino,............,,
shino1-2,end,questSuccess,,,
-,,,,,
shino1-3,bg,scenario05,,,
shino1-3,playBgm,character02,,,
shino1-3,talk,natsuno,So， cameras and photography......,,
shino1-3,fg,survivor02,right-left,0.5,
shino1-3,talk,shino,Hmm?,,
shino1-3,talk,natsuno,What's so fun about them?,,
shino1-3,talk,shino,......,,
shino1-3,talk,shino,......Wait， are you making fun of me?,,
shino1-3,talk,natsuno,No,,
shino1-3,talk,natsuno,Sorry， I didn't mean that,,
shino1-3,talk,natsuno,That's not what I meant,,
shino1-3,fg,survivor02,right-left,0.5,smile
shino1-3,talk,shino,Haha， I know,,
shino1-3,talk,shino,You ask me stuff like that a lot， Natsuno,,
shino1-3,talk,natsuno,Stuff like what?,,
shino1-3,talk,shino,Like what I like,,
shino1-3,talk,shino,Or why I like it,,
shino1-3,talk,natsuno,Oh...... Do I?,,
shino1-3,fg,survivor02,right-left,0.5,default
shino1-3,talk,shino,You do,,
shino1-3,talk,natsuno,If you don't want me to ask， I won't,,
shino1-3,talk,shino,Nah,,
shino1-3,fg,survivor02,right-left,0.5,smile
shino1-3,talk,shino,It's fine,,
shino1-3,talk,shino,It makes me happy to think you're actually interested in me,,
shino1-3,talk,natsuno,Interested...... Maybe. Maybe not,,
shino1-3,talk,shino,Just say you are~,,
shino1-3,talk,shino,Be more interested in me~,,
shino1-3,talk,shino,Come on， come on~,,
shino1-3,talk,natsuno,You're too close......,,
shino1-3,talk,shino,I mean emotionally! Get more interested in me~,,
shino1-3,talk,natsuno,......I'm not that interested......,,
shino1-3,talk,shino,Meanie,,
shino1-3,fg,survivor00,right-right,0.5,serious
shino1-3,talk,natsuno,No， it's not that I'm not interested......,,
shino1-3,talk,shino,......Yeah. I know,,
shino1-3,talk,natsuno,......,,
shino1-3,fg,survivor00,right-right,0.5,default
shino1-3,talk,natsuno,......How do I put this,,
shino1-3,talk,natsuno,I don't really have any hobbies or things I like......,,
shino1-3,talk,natsuno,So I was wondering what it feels like,,
shino1-3,talk,shino,......,,
shino1-3,fg,survivor02,right-left,0.5,default
shino1-3,talk,shino,Hmm,,
shino1-3,talk,shino,Maybe because I can remember them,,
shino1-3,talk,natsuno,?,,
shino1-3,talk,shino,That's why I like photography,,
shino1-3,talk,shino,My memory is ridiculously bad,,
shino1-3,talk,shino,I was really bad at English and history,,
shino1-3,talk,shino,Classical Japanese and stuff like that too,,
shino1-3,talk,shino,......I mean， it's not like I was good at math or science either,,
shino1-3,talk,shino,Not at all,,
shino1-3,talk,shino,So......,,
shino1-3,talk,shino,Even with a memory like mine， I can remember things if I take a picture,,
shino1-3,talk,shino,I can remember......,,
shino1-3,fg,survivor02,right-left,0.5,sad
shino1-3,talk,shino,......Like how I felt at the time,,
shino1-3,fg,survivor00,right-right,0.5,serious
shino1-3,talk,natsuno,......How I felt?,,
shino1-3,talk,natsuno,You mean taking pictures of yourself? Selfies?,,
shino1-3,talk,shino,No， I mostly took pictures of scenery,,
shino1-3,talk,shino,So the only thing left in the photos is the scenery,,
shino1-3,talk,shino,But...... when I look at a photo， I can remember how I felt when I saw that scenery,,
shino1-3,talk,shino,Like how excited I was when I went to the beach in the middle of summer,,
shino1-3,talk,shino,Or how I felt kind of lonely in the forest in autumn,,
shino1-3,talk,shino,Stuff like that,,
shino1-3,talk,shino,......Does that make sense?,,
shino1-3,talk,natsuno,......Honestly， not really,,
shino1-3,fg,survivor02,right-left,0.5,smile
shino1-3,talk,shino,Hehe. Figures,,
shino1-3,talk,shino,Well， anyway,,
shino1-3,talk,shino,The photos I took were basically just my memories,,
shino1-3,talk,shino,But as photographs， nobody appreciated them at all!,,
shino1-3,fg,survivor00,right-right,0.5,serious
shino1-3,talk,natsuno,Oh......,,
shino1-3,talk,natsuno,I see,,
shino1-3,talk,natsuno,......I'd like to see them， though,,
shino1-3,talk,natsuno,Those kinds of photos you took， Shino,,
shino1-3,talk,shino,......,,
shino1-3,fg,survivor02,right-left,0.5,sad
shino1-3,talk,shino,......That's what I like about you， Natsuno,,
shino1-3,talk,shino,I like that about you,,
shino1-3,fg,survivor00,right-right,0.5,default
shino1-3,talk,natsuno,......?,,
shino1-3,talk,natsuno,Thanks......?,,
shino1-3,end,questSuccess,,,
-,,,,,
shino1-4,fgClear,,,,
shino1-4,bg,scenario06,,,
shino1-4,playBgm,character02,,,
shino1-4,fg,survivor02,right-left,0.5,
shino1-4,talk,shino,......This is it,,
shino1-4,fg,survivor00,right-right,0.5,serious
shino1-4,talk,natsuno,This...... looks like it,,
shino1-4,talk,shino,This place...... has changed so much......,,
shino1-4,talk,shino,If this sign hadn't survived， I never would have known,,
shino1-4,talk,shino,......,,
shino1-4,talk,shino,......It's changed so much......,,
shino1-4,talk,natsuno,Yeah......,,
shino1-4,talk,natsuno,......How many photos do you have left?,,
shino1-4,talk,shino,......,,
shino1-4,talk,shino,......The next one is the last,,
shino1-4,talk,natsuno,......I see,,
shino1-4,talk,natsuno,......Shino,,
shino1-4,talk,natsuno,......Why are you looking for the places in the photos?,,
shino1-4,talk,shino,Why......,,
shino1-4,talk,shino,I guess because I happened to find them......,,
shino1-4,talk,natsuno,Even if you happened to find some photos， wouldn't you normally not think to look for the places in them?,,
shino1-4,talk,shino,......You think so?,,
shino1-4,talk,shino,......Well， I had nothing else to do,,
shino1-4,talk,shino,And I wanted to try doing something like traveling,,
shino1-4,talk,natsuno,......That's it?,,
shino1-4,talk,shino,......That's all,,
shino1-4,talk,shino,Chance， coincidence， and a whim,,
shino1-4,talk,natsuno,......Hmm,,
shino1-4,talk,shino,......,,
shino1-4,talk,shino,............,,
shino1-4,talk,shino,......What about you， Natsuno?,,
shino1-4,talk,natsuno,......Yeah?,,
shino1-4,talk,shino,......Why are you traveling alone?,,
shino1-4,talk,natsuno,Hmm......,,
shino1-4,talk,natsuno,Even if you ask me why,,
shino1-4,talk,natsuno,I got separated from the people I was escaping with before I even realized it,,
shino1-4,talk,natsuno,I guess I just ended up traveling like this,,
shino1-4,talk,natsuno,Because I had no choice......?,,
shino1-4,talk,shino,......,,
shino1-4,pauseBgm,,,,
shino1-4,talk,shino,......I see,,
shino1-4,talk,shino,......Don't you ever want to go back to the town you lived in?,,
shino1-4,talk,natsuno,I don't know,,
shino1-4,talk,natsuno,I just hope I can find somewhere safe,,
shino1-4,talk,natsuno,......What about you， Shino? Do you want to go back?,,
shino1-4,talk,shino,......,,
shino1-4,playBgm,scenario02,,,
shino1-4,talk,shino,......You know,,
shino1-4,talk,shino,I told you I left my town to go to high school， right?,,
shino1-4,talk,natsuno,Yeah,,
shino1-4,talk,shino,When things got like this and I had to run， I was still in the city where my high school was,,
shino1-4,talk,shino,There was no way I could get back home......,,
shino1-4,talk,shino,The Shinkansen and planes weren't running either,,
shino1-4,talk,shino,So...... I couldn't get home， and I just kept running until I ended up here,,
shino1-4,talk,natsuno,......I see,,
shino1-4,talk,shino,......,,
shino1-4,fg,survivor02,right-left,0.5,sad
shino1-4,talk,shino,So......,,
shino1-4,talk,shino,Maybe that's why......,,
shino1-4,talk,shino,I've been looking for places in photos taken by someone I don't even know......,,
shino1-4,talk,shino,And letting myself feel nostalgic for them......,,
shino1-4,talk,shino,......,,
shino1-4,talk,shino,Even though it doesn't accomplish anything......,,
shino1-4,talk,shino,......It's stupid,,
shino1-4,talk,natsuno,......,,
shino1-4,talk,natsuno,......I see,,
shino1-4,talk,natsuno,I don't really understand， but......,,
shino1-4,talk,natsuno,Does that mean you want to see your family?,,
shino1-4,talk,shino,That's part of it， but......,,
shino1-4,talk,shino,It's a little different,,
shino1-4,talk,shino,......I don't know,,
shino1-4,talk,shino,To the town where I was born and raised......,,
shino1-4,talk,shino,Not being able to say goodbye to the town that raised me......,,
shino1-4,talk,shino,It just makes me sad,,
shino1-4,talk,shino,It's not like saying goodbye would have made anything better,,
shino1-4,talk,shino,And it's not like my old everyday life would come back......,,
shino1-4,talk,shino,But......,,
shino1-4,talk,shino,Not being able to go home that day,,
shino1-4,talk,shino,I think I'm going to regret it forever......,,
shino1-4,pauseBgm,,,,
shino1-4,talk,shino,......,,
shino1-4,talk,natsuno,......I see,,
shino1-4,end,questSuccess,,,
-,,,,,
shino1-5,bg,scenario06,,,
shino1-5,playBgm,character02,,,
shino1-5,fg,survivor02,right-left,0.5,
shino1-5,talk,natsuno,Oh， Shino,,
shino1-5,talk,natsuno,Is this......,,
shino1-5,talk,shino,Yeah......,,
shino1-5,fg,survivor02,right-left,0.5,sad
shino1-5,talk,shino,I came to check it out because I thought so too......,,
shino1-5,talk,natsuno,......Oh,,
shino1-5,talk,natsuno,It's similar， but...... a little different,,
shino1-5,fg,survivor02,right-left,0.5,default
shino1-5,talk,shino,Right?,,
shino1-5,talk,shino,It looks really similar， but I don't think this is the place in the photo,,
shino1-5,talk,natsuno,I see. Disappointed?,,
shino1-5,talk,shino,Well...... a little,,
shino1-5,talk,natsuno,I wonder where the building in this photo is,,
shino1-5,talk,shino,Who knows......,,
shino1-5,talk,natsuno,......,,
shino1-5,pauseBgm,,,,
shino1-5,fg,survivor00,right-right,0.5,serious
shino1-5,talk,natsuno,......Hey,,
shino1-5,talk,natsuno,Can I ask you something?,,
shino1-5,talk,shino,......,,
shino1-5,fg,survivor02,right-left,0.5,sad
shino1-5,talk,shino,......Sure,,
shino1-5,playBgm,scenario04,,,
shino1-5,talk,natsuno,Before,,
shino1-5,talk,natsuno,You said you wanted to go back to your hometown...... right?,,
shino1-5,talk,shino,......Yeah,,
shino1-5,talk,natsuno,I've been thinking about it since then,,
shino1-5,talk,natsuno,But I still don't really get it,,
shino1-5,talk,natsuno,What does that feel like?,,
shino1-5,talk,shino,What does it feel like......?,,
shino1-5,talk,natsuno,Like wanting to see your family， or,,
shino1-5,talk,natsuno,You said it wasn't about wanting to go back to the way things were when you lived there,,
shino1-5,talk,natsuno,I just don't understand that,,
shino1-5,talk,shino,......,,
shino1-5,fg,survivor02,right-left,0.5,default
shino1-5,talk,shino,......Don't you ever want to go back to the town you lived in， Natsuno?,,
shino1-5,talk,natsuno,......I don't know,,
shino1-5,talk,natsuno,If everyday life like it was back then came back,,
shino1-5,talk,natsuno,I think that would be a good thing,,
shino1-5,talk,natsuno,But if you're asking whether I'd want to go back to that town just as it is now......,,
shino1-5,talk,natsuno,Probably not,,
shino1-5,talk,natsuno,There probably wouldn't be anything there now anyway,,
shino1-5,talk,natsuno,I think I'd just feel empty,,
shino1-5,pauseBgm,,,,
shino1-5,talk,shino,......,,
shino1-5,fg,survivor02,right-left,0.5,sad
shino1-5,talk,shino,......I'd feel empty too,,
shino1-5,talk,shino,If I went back to my hometown， I'd probably feel empty too,,
shino1-5,talk,shino,There probably wouldn't be anyone there anyway,,
shino1-5,talk,shino,And I'm sure it's changed since I was there,,
shino1-5,talk,shino,......But,,
shino1-5,talk,shino,How do I put it......,,
shino1-5,talk,shino,......,,
shino1-5,talk,shino,Maybe it's a little like when my grandpa died......,,
shino1-5,fg,survivor00,right-right,0.5,default
shino1-5,talk,natsuno,......?,,
shino1-5,playBgm,scenario03,,,
shino1-5,talk,shino,My grandpa died last year,,
shino1-5,talk,shino,He'd always been healthy...... It happened pretty suddenly,,
shino1-5,talk,shino,I'd left my hometown and was going to high school,,
shino1-5,talk,shino,I didn't make it in time......,,
shino1-5,talk,shino,I couldn't see him one last time,,
shino1-5,talk,shino,I think it's probably like that,,
shino1-5,talk,shino,It was the town I lived in,,
shino1-5,talk,shino,I lived my life in that town,,
shino1-5,talk,shino,I lived there until I graduated middle school,,
shino1-5,talk,shino,Even though I have a terrible memory,,
shino1-5,talk,shino,I remember the scenery of my hometown...... almost painfully well,,
shino1-5,talk,shino,The sound of the river,,
shino1-5,talk,shino,The smell of the forest,,
shino1-5,talk,shino,The clear air,,
shino1-5,talk,shino,......And yet,,
shino1-5,talk,shino,I couldn't even say goodbye to that town,,
shino1-5,talk,shino,And that makes me sad,,
shino1-5,talk,shino,......Is that weird?,,
shino1-5,talk,natsuno,......,,
shino1-5,fg,survivor00,right-right,0.5,serious
shino1-5,talk,natsuno,......Me,,
shino1-5,talk,natsuno,I moved around all the time because of my dad's job,,
shino1-5,talk,natsuno,So there's no town I can really call my “hometown”,,
shino1-5,talk,natsuno,So I guess I don't really understand what a hometown means to you,,
shino1-5,talk,shino,......I see. I guess so,,
shino1-5,talk,natsuno,I think that's why I'm curious,,
shino1-5,talk,natsuno,I probably wouldn't understand even if you explained it to me,,
shino1-5,talk,natsuno,......Sorry,,
shino1-5,talk,natsuno,I was asking about something you can't really do anything about,,
shino1-5,talk,shino,......No,,
shino1-5,talk,shino,It's okay,,
shino1-5,fgRemove,survivor00,2.0,,
shino1-5,talk,shino,......,,
shino1-5,talk,shino,Not having a place you can call home...... huh,,
shino1-5,talk,shino,......I see,,
shino1-5,talk,shino,......There are people like that too......,,
shino1-5,wait,2,,,
shino1-5,end,questSuccess,,,
-,,,,,
shino1-6,fgClear,,,,
shino1-6,bg,scenario07,,,
shino1-6,playBgm,character02,,,
shino1-6,fg,survivor00,right-right,0.5,serious
shino1-6,talk,natsuno,......,,
shino1-6,talk,natsuno,......Shino?,,
shino1-6,fg,survivor02,right-left,0.5,
shino1-6,talk,shino,......,,
shino1-6,talk,shino,............,,
shino1-6,talk,natsuno,Shino?,,
shino1-6,talk,natsuno,What's wrong......?,,
shino1-6,talk,shino,......,,
shino1-6,talk,shino,......This,,
shino1-6,talk,natsuno,......A photo?,,
shino1-6,talk,natsuno,Oh， could it be......,,
shino1-6,talk,natsuno,......,,
shino1-6,talk,natsuno,You're right. This is the scenery,,
shino1-6,talk,natsuno,......This was the last one， right?,,
shino1-6,talk,shino,......Yeah,,
shino1-6,talk,natsuno,Then you've found them all,,
shino1-6,talk,natsuno,I see......,,
shino1-6,talk,natsuno,Congratulations...... I guess?,,
shino1-6,talk,shino,......,,
shino1-6,talk,natsuno,......Is “congratulations” not right?,,
shino1-6,pauseBgm,,,,
shino1-6,talk,shino,......,,
shino1-6,fg,survivor02,right-left,0.5,sad
shino1-6,talk,shino,......It is congratulations,,
shino1-6,talk,shino,Thanks， Natsuno. For everything,,
shino1-6,talk,shino,Thanks...... for everything until now,,
shino1-6,talk,natsuno,Huh......?,,
shino1-6,talk,shino,......,,
shino1-6,talk,shino,......I've made up my mind,,
shino1-6,talk,shino,I'm going home after all,,
shino1-6,talk,shino,I'm going to try going back to my hometown......,,
shino1-6,talk,natsuno,......What?,,
shino1-6,fg,survivor02,right-left,0.5,default
shino1-6,playBgm,scenario04,,,
shino1-6,talk,shino,I've already found all the places in the photos,,
shino1-6,talk,natsuno,......What does that have to do with it?,,
shino1-6,talk,shino,I thought maybe I'd be able to let it go by the time I found all the places in these photos......,,
shino1-6,talk,shino,That's what I was hoping,,
shino1-6,talk,shino,But...... I couldn't,,
shino1-6,talk,shino,And besides......,,
shino1-6,talk,shino,After hearing what you said， I realized I really do have to go home,,
shino1-6,talk,shino,That's what I thought,,
shino1-6,talk,natsuno,......What I said?,,
shino1-6,talk,shino,You said you moved around a lot and didn't really know what having a hometown felt like,,
shino1-6,talk,natsuno,Yeah......,,
shino1-6,talk,shino,But me......,,
shino1-6,talk,shino,I have one. A hometown,,
shino1-6,talk,shino,A little town in the mountains,,
shino1-6,talk,shino,A really remote place where it snows a lot,,
shino1-6,talk,shino,I have a hometown， and if I want to go back， I can,,
shino1-6,talk,shino,I have somewhere to go home to,,
shino1-6,talk,shino,But not everyone has that,,
shino1-6,talk,shino,There must be lots of people like you， Natsuno,,
shino1-6,talk,shino,But I have a hometown...... and I have this feeling that I want to go back there,,
shino1-6,talk,shino,......,,
shino1-6,talk,shino,That's what made me realize it,,
shino1-6,talk,shino,......I don't want to lose this feeling,,
shino1-6,talk,shino,I don't want to pretend it was never there,,
shino1-6,talk,shino,If I did that， I know I'd regret it until the very end,,
shino1-6,talk,shino,......I want to go home and say， “I'm back”,,
shino1-6,talk,shino,And say goodbye......,,
shino1-6,talk,natsuno,......,,
shino1-6,talk,natsuno,......I see,,
shino1-6,talk,shino,......,,
shino1-6,fg,survivor02,right-left,0.5,smile
shino1-6,talk,shino,More than anything， sitting around moping just isn't like me!,,
shino1-6,talk,natsuno,......I guess that's true,,
shino1-6,talk,natsuno,But that doesn't mean you have to leave right now..,,
shino1-6,talk,shino,No,,
shino1-6,talk,shino,If I don't go now， I know I'll start second-guessing myself again,,
shino1-6,talk,shino,I've had so much fun being with you， Natsuno,,
shino1-6,talk,shino,And the longer I stay， the harder it'll be to say goodbye,,
shino1-6,talk,shino,So I'm going now,,
shino1-6,talk,natsuno,......,,
shino1-6,talk,shino,......Goodbye， then,,
shino1-6,talk,shino,If I make it home and get to say goodbye， I'll come back,,
shino1-6,talk,shino,So......,,
shino1-6,talk,shino,Let's meet again someday， okay?,,
shino1-6,talk,shino,Don't forget about me!,,
shino1-6,talk,natsuno,Yeah......,,
shino1-6,talk,shino,Seriously...... don't forget me,,
shino1-6,fgRemove,survivor02,2.0,,
shino1-6,talk,shino,Goodbye， Natsuno,,
shino1-6,talk,shino,......See you,,
shino1-6,wait,2,,,
shino1-6,fadeOut,1,,,
shino1-6,newPage,,,,
shino1-6,fgClear,,,,
shino1-6,wait,1,,,
shino1-6,fadeIn,1,,,
shino1-6,wait,3,,,
shino1-6,fg,survivor00,right-right,0.5,serious
shino1-6,wait,1,,,
shino1-6,talk,natsuno,She really left,,
shino1-6,talk,natsuno,She was like a storm,,
shino1-6,talk,natsuno,She suddenly started traveling with me,,
shino1-6,talk,natsuno,And suddenly she's gone......,,
shino1-6,talk,natsuno,......,,
shino1-6,talk,natsuno,A hometown......,,
shino1-6,talk,natsuno,I wonder what having a hometown feels like,,
shino1-6,talk,natsuno,Do you feel nostalgic for it?,,
shino1-6,talk,natsuno,......I get nostalgic sometimes too， but,,
shino1-6,talk,natsuno,I guess it's...... different from that,,
shino1-6,talk,natsuno,......,,
shino1-6,talk,natsuno,Someday,,
shino1-6,talk,natsuno,If I ever see Shino again,,
shino1-6,talk,natsuno,Will I be able to think...... “It's nice to see you again”?,,
