id,command,arg0<jpn>,arg1<jpn>,arg2,arg3
main1-2,talk,???,Haha,,
main1-2,talk,natsuno,Don't laugh. It's not that funny,,
main1-2,talk,natsuno,Besides， it's the same for you too， Akane-san， isn't it?,,
main1-2,fg,survivor03,right-left,0.5,default
main1-2,talk,akane,Hmm?,,
main1-2,talk,natsuno,A woman all the way out here by herself......,,
main1-2,talk,natsuno,You came here looking for food and stuff， right?,,
main1-2,talk,akane,Hmm,,
main1-2,talk,akane,Well， the part about coming to scavenge for supplies is the same， I guess,,
main1-2,talk,akane,But who knows,,
main1-2,talk,akane,You and me， Natsuno-chan...... we're way too different,,
main1-2,fg,survivor03,right-left,0.5,smile
main1-2,talk,akane,Hahaha!,,
main1-2,talk,akane,It's enough to make me laugh,,
main1-2,fg,survivor00,right-right,0.5,zito
main1-2,talk,natsuno,......,,
main1-2,talk,natsuno,How are we different?,,
main1-2,fg,survivor03,right-left,0.5,default
main1-2,talk,akane,Don't get mad,,
main1-2,talk,akane,You're cute,,
main1-2,talk,natsuno,......,,
main1-2,talk,akane,Well， we can get into that later,,
main1-2,talk,akane,Let's go to camp,,
main1-2,fg,survivor00,right-right,0.5,default
main1-2,talk,natsuno,......Camp?,,
main1-2,wait,1,,,
main1-2,fadeOut,1,,,
main1-2,pauseBgm,,,,
main1-2,newPage,,,,
main1-2,fgClear,,,,
main1-2,wait,2,,,
main1-2,bg,scenario02,,,
main1-2,fadeIn,1,,,
main1-2,playBgm,character00,,,
main1-2,fg,survivor00,right-right,0.5,
main1-2,talk,natsuno,......Hey,,
main1-2,talk,natsuno,Are you listening?,,
main1-2,talk,natsuno,This place is amazing,,
main1-2,talk,natsuno,The camp Akane-san brought me to,,
main1-2,talk,natsuno,There were a lot of people. About twenty， I think,,
main1-2,talk,natsuno,Mostly adults， though......,,
main1-2,talk,natsuno,I haven't heard all the details yet， but it seems like they're a group of people who used to work for the same company,,
main1-2,talk,natsuno,They're all living together in an abandoned warehouse in the mountains,,
main1-2,talk,natsuno,They don't have enough， but they have food and things like that......,,
main1-2,talk,natsuno,They said I could stay here for a while， too,,
main1-2,talk,natsuno,......,,
main1-2,fg,survivor00,right-right,0.5,serious
main1-2,talk,natsuno,......So，,,
main1-2,talk,natsuno,About you......,,
main1-2,talk,natsuno,I didn't tell them,,
main1-2,talk,natsuno,I thought they'd take my smartphone if I told them,,
main1-2,talk,natsuno,......So it can stay our little secret,,
main1-2,wait,1,,,
main1-2,fadeOutTextLine,,,,
main1-2,newPage,,,,
main1-2,fadeInTextLine,,,,
main1-2,fg,survivor00,right-right,0.5,default
main1-2,talk,natsuno,Apparently， they go into town to look for food and other supplies,,
main1-2,talk,natsuno,I need to take care of at least my own share， too,,
main1-2,talk,natsuno,So I'll keep going out to the ruins like I have been,,
main1-2,fg,survivor00,right-right,0.5,smile
main1-2,talk,natsuno,When I do， keep me company again， okay?,,
main1-2,end,questSuccess,,,
-,,,,,
main1-3,bg,scenario02,,,
main1-3,talk,natsuno,Ah， Akane-san,,
main1-3,fg,survivor03,right-left,0.5,
main1-3,playBgm,character03,,,
main1-3,talk,akane,Oh?,,
main1-3,talk,akane,Hey， Natsuno-chan,,
main1-3,talk,akane,What's up?,,
main1-3,talk,natsuno,Are you free right now?,,
main1-3,talk,akane,Hmm?,,
main1-3,talk,akane,Yep,,
main1-3,talk,natsuno,What were you doing?,,
main1-3,talk,akane,Nothing much,,
main1-3,talk,akane,I was just sorting the books we brought back from the library yesterday,,
main1-3,talk,natsuno,Books?,,
main1-3,talk,natsuno,Are you going to use them as firewood?,,
main1-3,fg,survivor03,right-left,0.5,smile
main1-3,talk,akane,No way!,,
main1-3,talk,akane,Books are valuable， Natsuno-kun,,
main1-3,talk,akane,Burning them would be unthinkable,,
main1-3,fg,survivor03,right-left,0.5,default
main1-3,talk,akane,The internet and digital media are barely useful anymore，,,
main1-3,talk,akane,So these books sitting forgotten in empty libraries are about the only way we have left to gather information quickly,,
main1-3,talk,natsuno,I see,,
main1-3,talk,natsuno,But we have a generator， right? Couldn't we run a computer?,,
main1-3,talk,akane,What good is having one computer?,,
main1-3,talk,akane,Information stored on a computer that isn't connected to the internet is probably less than what's in a single book,,
main1-3,talk,akane,And we don't have enough electricity to haul computers out of abandoned houses， turn them on one by one， and search through them,,
main1-3,talk,natsuno,Huh......,,
main1-3,talk,natsuno,So， did you find anything out?,,
main1-3,talk,akane,Find out what?,,
main1-3,talk,natsuno,About what's going on in the world now,,
main1-3,talk,akane,The situation， huh......,,
main1-3,talk,akane,Whenever I find newspapers at the library or in ordinary abandoned houses， I bring them back,,
main1-3,talk,akane,But there isn't much we can learn from them,,
main1-3,talk,akane,By the time things got really bad， newspapers had stopped being published， obviously,,
main1-3,talk,natsuno,Yeah， I guess,,
main1-3,fg,survivor00,right-right,0.5,serious
main1-3,talk,natsuno,......I wonder if it's like this everywhere,,
main1-3,talk,akane,Who knows,,
main1-3,talk,akane,Sometimes I can pick up radio signals someone is broadcasting and listen in， though,,
main1-3,talk,akane,It's pretty much the same everywhere,,
main1-3,talk,akane,Things like， <q>Help us， we're here</q>,,
main1-3,talk,natsuno,......I see,,
main1-3,talk,akane,Well， though......,,
main1-3,talk,akane,I'm sure there are other tough kids like you， Natsuno-chan， surviving on their own,,
main1-3,talk,akane,If you ask me， there have to be quite a few groups of people living together like we are,,
main1-3,fg,survivor00,right-right,0.5,default
main1-3,talk,natsuno,Have you ever met people like that?,,
main1-3,talk,akane,A few times,,
main1-3,talk,akane,We never ended up deciding to travel together， though,,
main1-3,talk,akane,Everyone's surprisingly tough. They're getting by,,
main1-3,talk,akane,Even if countries， society， and all the infrastructure of everyday life disappear， people don't die that easily,,
main1-3,talk,akane,As long as they don't get infected,,
main1-3,fg,survivor00,right-right,0.5,serious
main1-3,talk,natsuno,......Yeah,,
main1-3,talk,natsuno,I guess I made it this far without really knowing what I was doing， either,,
main1-3,talk,natsuno,......I hope everyone's doing okay somewhere,,
main1-3,end,questSuccess,,,
-,,,,,
main1-4,bg,location14,,,
main1-4,fg,survivor00,right-right,0,serious
main1-4,playBgm,environment04,,,
main1-4,wait,1,,,
main1-4,fg,survivor03,right-left,0.5,
main1-4,talk,akane,Oh， there you are,,
main1-4,talk,akane,Natsuno-chan,,
main1-4,talk,akane,What are you doing out here?,,
main1-4,talk,natsuno,Mm......,,
main1-4,talk,natsuno,Nothing in particular......,,
main1-4,talk,akane,Is this your first time seeing the ocean?,,
main1-4,talk,natsuno,No,,
main1-4,talk,natsuno,......It's just......,,
main1-4,talk,natsuno,It feels nostalgic,,
main1-4,talk,akane,Weren't you living in Tokyo， Natsuno-chan?,,
main1-4,talk,akane,......Well， Tokyo has an ocean too， I guess,,
main1-4,talk,natsuno,Yeah,,
main1-4,talk,natsuno,That's true， but......,,
main1-4,talk,natsuno,My grandma's house was somewhere you could see the ocean,,
main1-4,talk,natsuno,It was completely different from this place， though,,
main1-4,talk,natsuno,Different， but...... it feels nostalgic,,
main1-4,fg,survivor03,right-left,0.5,serious
main1-4,talk,akane,Hmm......,,
main1-4,talk,natsuno,......,,
main1-4,talk,akane,......Sorry to interrupt your little trip down memory lane， but......,,
main1-4,fg,survivor00,right-right,0.5,default
main1-4,talk,natsuno,Hm?,,
main1-4,fg,survivor03,right-left,0.5,default
main1-4,talk,akane,Dinner,,
main1-4,talk,natsuno,Ah......,,
main1-4,talk,natsuno,Is it already that late?,,
main1-4,talk,akane,Yep， that late,,
main1-4,talk,akane,Come on， let's go,,
main1-4,fg,survivor03,right-left,0.5,smile
main1-4,talk,akane,Nostalgia isn't going to fill your stomach!,,
main1-4,talk,natsuno,Yeah,,
main1-4,fg,survivor00,right-right,0.5,smile
main1-4,talk,natsuno,......Haha,,
main1-4,talk,natsuno,You kind of remind me of a mom,,
main1-4,fg,survivor03,right-left,0.5,default
main1-4,talk,akane,I'm not that old yet!,,
main1-4,talk,natsuno,How old are you， Akane-san?,,
main1-4,fg,survivor03,right-left,0.5,smile
main1-4,talk,akane,Secret,,
main1-4,talk,akane,How old do you think I am?,,
main1-4,talk,natsuno,That way of saying it makes you sound like an old lady,,
main1-4,talk,akane,Ouch!,,
main1-4,wait,1,,,
main1-4,fadeOut,1,,,
main1-4,pauseBgm,,,,
main1-4,wait,1,,,
main1-4,newPage,,,,
main1-4,fg,survivor00,right-right,0,default
main1-4,fg,survivor03,right-left,0,default
main1-4,bg,scenario02,,,
main1-4,fadeIn,1,,,
main1-4,wait,1,,,
main1-4,playBgm,character03,,,
main1-4,talk,akane,Natsuno-chan， are you an only child?,,
main1-4,talk,natsuno,Huh?,,
main1-4,talk,natsuno,What? Out of nowhere,,
main1-4,talk,natsuno,I'm an only child， yeah,,
main1-4,talk,akane,No,,
main1-4,talk,akane,I just felt bad about interrupting you while you were being sentimental earlier,,
main1-4,talk,akane,I felt bad about it,,
main1-4,fg,survivor00,right-right,0.5,zito
main1-4,talk,natsuno,......When you put it that way， it's kind of embarrassing,,
main1-4,fg,survivor03,right-left,0.5,smile
main1-4,talk,akane,It's not embarrassing. Hahaha,,
main1-4,talk,natsuno,You're laughing， though,,
main1-4,fg,survivor03,right-left,0.5,default
main1-4,talk,akane,So I thought I'd let you get all sentimental,,
main1-4,talk,natsuno,Let me get sentimental......?,,
main1-4,talk,natsuno,What does that even mean?,,
main1-4,talk,akane,Let's see......,,
main1-4,talk,akane,What about clubs? Did you do anything?,,
main1-4,fg,survivor00,right-right,0.5,default
main1-4,talk,natsuno,......No. I played basketball in middle school， but,,
main1-4,talk,natsuno,I was a couch potato in high school,,
main1-4,talk,akane,Why did you quit?,,
main1-4,talk,natsuno,No particular reason. I just kind of did,,
main1-4,talk,akane,Hmm,,
main1-4,talk,akane,Then what are your hobbies?,,
main1-4,talk,natsuno,My hobbies......,,
main1-4,talk,natsuno,Hmm......,,
main1-4,talk,natsuno,Listening to music...... I guess?,,
main1-4,talk,akane,What kind?,,
main1-4,talk,natsuno,Anything,,
main1-4,talk,akane,Any favorite artists?,,
main1-4,talk,natsuno,Not really anyone in particular......,,
main1-4,talk,natsuno,I just leave music playing， so I don't really pay attention to whose song it is,,
main1-4,talk,akane,Favorite subject?,,
main1-4,fg,survivor00,right-right,0.5,zito
main1-4,talk,natsuno,......How long is this going to go on?,,
main1-4,talk,akane,Hmm?,,
main1-4,fg,survivor03,right-left,0.5,smile
main1-4,talk,akane,Until you get all sentimental,,
main1-4,talk,natsuno,Never gonna happen,,
main1-4,talk,akane,Ehh?,,
main1-4,talk,akane,Okay， just one last question,,
main1-4,talk,natsuno,......,,
main1-4,fg,survivor03,right-left,0.5,default
main1-4,talk,akane,What do you want to do most right now?,,
main1-4,talk,natsuno,......,,
main1-4,pauseBgm,,,,
main1-4,fg,survivor00,right-right,0.5,serious
main1-4,talk,natsuno,......I don't know if it's something I want to do， but,,
main1-4,talk,natsuno,"Things I want to do... I can't really think of any, though",,
main1-4,talk,natsuno,But......,,
main1-4,talk,natsuno,......,,
main1-4,talk,natsuno,............,,
main1-4,talk,natsuno,......I guess I want to see my friends......,,
main1-4,talk,akane,......,,
main1-4,talk,akane,......I see,,
main1-4,wait,1,,,
main1-4,end,questSuccess,,,
-,,,,,
main1-5,bg,scenario03,,,
main1-5,playBgm,scenario03,,,
main1-5,wait,1,,,
main1-5,talk,natsuno,You and the others at the camp......,,
main1-5,fg,survivor03,right-left,0.5,
main1-5,talk,akane,Hmm?,,
main1-5,talk,natsuno,What kind of people were you?,,
main1-5,talk,akane,What kind of people?,,
main1-5,talk,akane,We're people who used to work together， you know?,,
main1-5,talk,akane,Adults are supposed to work,,
main1-5,talk,natsuno,What kind of work?,,
main1-5,talk,akane,......Hmm,,
main1-5,talk,akane,Why are you curious about that?,,
main1-5,talk,natsuno,Hmm......,,
main1-5,talk,natsuno,I don't know how to put it,,
main1-5,talk,natsuno,It's just that the balance feels kind of strange,,
main1-5,talk,akane,The balance?,,
main1-5,talk,natsuno,I don't mean it in a bad way， or anything,,
main1-5,talk,natsuno,It's just that a lot of them seem kind of alike,,
main1-5,talk,natsuno,There are a lot of men,,
main1-5,talk,natsuno,and a lot of people with glasses,,
main1-5,talk,natsuno,and sometimes I see people wearing white coats,,
main1-5,talk,natsuno,Are they doctors or something?,,
main1-5,talk,akane,Ah......,,
main1-5,talk,akane,Similar， but not really， I guess,,
main1-5,talk,akane,At least， they didn't work at a hospital,,
main1-5,talk,akane,Even if you got hurt， Natsuno-chan， I might not be able to properly treat you,,
main1-5,talk,akane,Though I might know a little more than an average person,,
main1-5,fg,survivor03,right-left,0.5,smile
main1-5,talk,akane,Hahaha,,
main1-5,talk,akane,Do they maybe seem a little hard to talk to?,,
main1-5,talk,natsuno,Well...... a little?,,
main1-5,talk,akane,Hahahaha,,
main1-5,talk,akane,Sorry,,
main1-5,fg,survivor03,right-left,0.5,default
main1-5,talk,akane,I think they just don't know how to interact with a young girl， either,,
main1-5,talk,natsuno,Hmm......,,
main1-5,talk,natsuno,Well， anyway......,,
main1-5,talk,natsuno,You are easy to talk to， so,,
main1-5,talk,natsuno,I'm fine,,
main1-5,talk,akane,Really?,,
main1-5,talk,akane,Mm-hmm， mm-hmm. That's good,,
main1-5,talk,akane,Well， I'm a little out of place in this team myself,,
main1-5,talk,natsuno,It's a team?,,
main1-5,talk,akane,......Was a team， I guess,,
main1-5,talk,akane,We don't have an employer anymore， so we're basically disbanded,,
main1-5,talk,natsuno,I see......,,
main1-5,talk,natsuno,......,,
main1-5,talk,natsuno,......Akane-san， do you have a boyfriend?,,
main1-5,fg,survivor03,right-left,0.5,smile
main1-5,talk,akane,Ehh?,,
main1-5,talk,akane,Why?,,
main1-5,talk,natsuno,Because it's mostly men here,,
main1-5,talk,natsuno,So I wondered if maybe...... you had something like that going on,,
main1-5,talk,akane,Ah,,
main1-5,talk,akane,Do I look like I have one?,,
main1-5,talk,akane,I see......,,
main1-5,talk,akane,So I look like it， huh?,,
main1-5,talk,akane,Mm-hmm， mm-hmm,,
main1-5,talk,akane,Of course I do,,
main1-5,fg,survivor00,right-right,0.5,zito
main1-5,talk,natsuno,......I didn't say anything,,
main1-5,fg,survivor03,right-left,0.5,default
main1-5,talk,akane,But don't worry,,
main1-5,talk,akane,I don't have a boyfriend!,,
main1-5,talk,natsuno,......It's not like I was worried about it or anything......,,
main1-5,talk,natsuno,If anything， I'd be more worried that you don't have one at your age......,,
main1-5,fg,survivor03,right-left,0.5,default
main1-5,talk,akane,Ugh......,,
main1-5,talk,akane,Fine!,,
main1-5,talk,akane,I used to have one!,,
main1-5,talk,akane,I just happen not to have one right now!,,
main1-5,talk,akane,With things like this， it can't be helped!,,
main1-5,talk,akane,......,,
main1-5,talk,akane,......Well， actually， there are more couples now because of all this......,,
main1-5,fg,survivor00,right-right,0.5,default
main1-5,talk,natsuno,Really?,,
main1-5,talk,akane,I think your survival instinct kicks in,,
main1-5,talk,akane,You never know when you're going to die， so people think they have to leave offspring behind,,
main1-5,talk,natsuno,Huh......,,
main1-5,talk,natsuno,But you don't have one， Akane-san,,
main1-5,talk,akane,What's with you?,,
main1-5,talk,akane,It's fine to be single!,,
main1-5,talk,akane,Are you my mother or something?,,
main1-5,fg,survivor00,right-right,0.5,smile
main1-5,talk,natsuno,Haha,,
main1-5,talk,akane,What about you， Natsuno-chan?,,
main1-5,talk,akane,Did you have a boyfriend?,,
main1-5,talk,akane,Or a girlfriend?,,
main1-5,fg,survivor00,right-right,0.5,default
main1-5,talk,natsuno,Hmm......,,
main1-5,talk,natsuno,I don't really understand that kind of thing,,
main1-5,talk,akane,Gaaah!,,
main1-5,talk,akane,Talk about youth!,,
main1-5,fg,survivor00,right-right,0.5,smile
main1-5,talk,natsuno,Hahaha,,
main1-5,talk,natsuno,But seriously，,,
main1-5,talk,natsuno,I really don't understand it,,
main1-5,wait,1,,,
main1-5,end,questSuccess,,,
-,,,,,
main1-6,bg,scenario03,,,
main1-6,playBgm,environment07,,,
main1-6,wait,1,,,
main1-6,talk,natsuno,......Hey,,
main1-6,talk,natsuno,Are you listening?,,
main1-6,talk,natsuno,......Yeah,,
main1-6,talk,natsuno,It's just......,,
main1-6,talk,natsuno,It's been a while since it's just been the two of us talking like this,,
main1-6,talk,natsuno,Lately， there's always been someone nearby......,,
main1-6,talk,natsuno,......,,
main1-6,talk,natsuno,......Maybe not,,
main1-6,talk,natsuno,It hasn't actually been that long since I first started talking to you,,
main1-6,talk,natsuno,So I guess it hasn't been long enough to call it a while...... right?,,
main1-6,talk,natsuno,......,,
main1-6,talk,natsuno,......But it feels like it's been a long time since I've spent time like this,,
main1-6,talk,natsuno,And...... it's not like that's a bad thing,,
main1-6,talk,natsuno,......,,
main1-6,fg,survivor00,right-right,0.5,serious
main1-6,talk,natsuno,......Lately， I keep,,
main1-6,talk,natsuno,Thinking about how long this kind of life is going to last,,
main1-6,talk,natsuno,......Yeah， that's right,,
main1-6,talk,natsuno,Stealing enough food from the city to eat today，,,
main1-6,talk,natsuno,not knowing what tomorrow will bring......,,
main1-6,talk,natsuno,That's part of it， too， but......,,
main1-6,talk,natsuno,Being able to stay here with Akane-san and everyone else，,,
main1-6,talk,natsuno,talking together，,,
main1-6,talk,natsuno,eating together......,,
main1-6,talk,natsuno,How long is that kind of time going to last?,,
main1-6,fg,survivor00,right-right,0.5,smile
main1-6,talk,natsuno,......No. I hope it lasts forever,,
main1-6,talk,natsuno,But it might not， you know?,,
main1-6,fg,survivor00,right-right,0.5,serious
main1-6,talk,natsuno,......I've seen it before,,
main1-6,talk,natsuno,A camp like this one， where a lot of people were living together，,,
main1-6,talk,natsuno,with a lot of people dead,,
main1-6,talk,natsuno,......,,
main1-6,talk,natsuno,......I can't talk to Akane-san about something like this,,
main1-6,talk,natsuno,I'd just make her worry,,
main1-6,talk,natsuno,And she'd feel like she had to take care of my feelings， right?,,
main1-6,talk,natsuno,......But you......,,
main1-6,talk,natsuno,Even if we can't all keep living together here,,
main1-6,talk,natsuno,I wonder if you would stay with me,,
main1-6,talk,natsuno,That's what I was thinking,,
main1-6,talk,natsuno,So......,,
main1-6,wait,1,,,
main1-6,end,questSuccess,,,
-,,,,,
main1-7,bg,computer00,,,
main1-7,wait,2,,,
main1-7,talk,,I tried to answer,,
main1-7,talk,,It wasn't as though I had some particular words I'd decided on in my heart,,
main1-7,talk,,But instinctively， I felt that I had to respond,,
main1-7,talk,,But I couldn't,,
main1-7,talk,,Maybe the words had already come out,,
main1-7,talk,,Maybe I had even made a sound,,
main1-7,talk,,But they never reached her,,
main1-7,wait,1,,,
main1-7,fadeOutTextLine,,,,
main1-7,wait,1,,,
main1-7,newPage,,,,
main1-7,fadeInTextLine,,,,
main1-7,playBgm,scenario01,,,
main1-7,wait,1,,,
main1-7,talk,,Just as I was about to answer，,,
main1-7,talk,,a terrible scream rang out,,
main1-7,talk,,Then， a gunshot,,
main1-7,talk,,The sound of something collapsing,,
main1-7,talk,,No matter how I called out to her， she didn't answer,,
main1-7,talk,,The screen only showed an incomprehensible darkness,,
main1-7,talk,,All I could hear from time to time were someone's screams and gunshots,,
main1-7,talk,,It went on like that for a while,,
main1-7,talk,,Eventually， it became frighteningly quiet,,
main1-7,talk,,Even then,,
main1-7,talk,,She never answered my calls,,
main1-7,wait,1,,,
main1-7,end,questSuccess,,,
-,,,,,
main1-8,bg,scenario00,,,
main1-8,fgClear,,,,
main1-8,talk,natsuno,......,,
main1-8,talk,natsuno,............,,
main1-8,talk,natsuno,......Still here,,
main1-8,talk,natsuno,Are you...... still there?,,
main1-8,playBgm,scenario02,,,
main1-8,fg,survivor00,right-right,0.5,serious
main1-8,talk,natsuno,......,,
main1-8,talk,natsuno,......Thank goodness,,
main1-8,talk,natsuno,......,,
main1-8,fg,survivor00,right-right,0.5,depress
main1-8,talk,natsuno,It looks like I've been separated from everyone......,,
main1-8,talk,natsuno,An infected person appeared at the camp......,,
main1-8,talk,natsuno,Not just one， and then......,,
main1-8,talk,natsuno,I wonder if everyone managed to get away safely......,,
main1-8,talk,natsuno,I wonder if Akane-san is okay......,,
main1-8,fg,survivor00,right-right,0.5,serious
main1-8,talk,natsuno,Where am I......?,,
main1-8,talk,natsuno,I panicked and drove away in a car......,,
main1-8,talk,natsuno,I don't even know how to get back anymore......,,
main1-8,talk,natsuno,......,,
main1-8,talk,natsuno,......Hey,,
main1-8,talk,natsuno,You......,,
main1-8,fg,survivor00,right-right,0.5,doubt
main1-8,talk,natsuno,Were you talking to me while I was running away......?,,
main1-8,talk,natsuno,......,,
main1-8,talk,natsuno,You might not believe me， but,,
main1-8,talk,natsuno,While I was running away， I could hear your voice......,,
main1-8,talk,natsuno,Not from my smartphone......,,
main1-8,talk,natsuno,......,,
main1-8,talk,natsuno,It was like I heard your voice...... coming from the infected person,,
main1-8,talk,natsuno,......,,
main1-8,fg,survivor00,right-right,0.5,serious
main1-8,talk,natsuno,......No,,
main1-8,talk,natsuno,It was probably just my imagination,,
main1-8,talk,natsuno,Sorry for saying something weird,,
main1-8,talk,natsuno,......That couldn't have happened,,
main1-8,talk,natsuno,......,,
main1-8,talk,natsuno,......Anyway,,
main1-8,talk,natsuno,Looks like it's back to,,
main1-8,talk,natsuno,Traveling alone in this car for a while......,,
main1-8,talk,natsuno,......,,
main1-8,fg,survivor00,right-right,0.5,smile
main1-8,talk,natsuno,......Yeah,,
main1-8,talk,natsuno,I wasn't alone after all,,
main1-8,talk,natsuno,......Thank you,,
main1-8,wait,1,,,
main1-8,end,ending,main1,,
-,,,,,
