id,command,arg0<jpn>,arg1<jpn>,arg2,arg3
kiko1-2,talk,kiko,......I'm sure she's okay,,
kiko1-2,talk,kiko,......,,
kiko1-2,end,questSuccess,,,
-,,,,,
kiko1-3,bg,scenario10,,,
kiko1-3,fg,survivor01,right-left,,
kiko1-3,playBgm,character01,,,
kiko1-3,talk,natsuno,Hmm......Doesn't look like she's around here either,,
kiko1-3,talk,natsuno,What was it again?,,
kiko1-3,talk,natsuno,Umm......,,
kiko1-3,talk,natsuno,Right， Minotaurus,,
kiko1-3,talk,kiko,It's Minotaro......,,
kiko1-3,talk,natsuno,......Right,,
kiko1-3,talk,kiko,But， yeah......,,
kiko1-3,talk,kiko,There were some signs that an animal had been here......,,
kiko1-3,talk,kiko,But I don't know if they were Minotaro's......,,
kiko1-3,talk,kiko,......,,
kiko1-3,pauseBgm,,,,
kiko1-3,talk,kiko,I'm sorry......,,
kiko1-3,talk,kiko,You really don't have to keep going along with this......,,
kiko1-3,talk,natsuno,......,,
kiko1-3,fg,survivor00,right-right,0.5,smile
kiko1-3,talk,natsuno,Kiko,,
kiko1-3,talk,kiko,......Yes?,,
kiko1-3,playBgm,scenario03,,,
kiko1-3,talk,natsuno,Where's the camp you were living at again?,,
kiko1-3,talk,kiko,Um......A little farther north from here......,,
kiko1-3,talk,natsuno,I mean， more specifically? Like， what route did you take to get here?,,
kiko1-3,talk,kiko,Um......,,
kiko1-3,talk,kiko,Hmm......I don't remember any of the place names......,,
kiko1-3,talk,kiko,All I know is that it's somewhere north......,,
kiko1-3,fg,survivor00,right-right,0.5,zito
kiko1-3,talk,natsuno,......Is that okay?,,
kiko1-3,talk,natsuno,Even if we find Minotaro， can you actually make it back to the camp?,,
kiko1-3,talk,kiko,Um......,,
kiko1-3,talk,kiko,......Probably,,
kiko1-3,talk,natsuno,......,,
kiko1-3,fg,survivor00,right-right,0.5,default
kiko1-3,talk,natsuno,......So， what was it like there?,,
kiko1-3,talk,natsuno,You said there were about fifteen people living there,,
kiko1-3,talk,natsuno,Do you all know each other?,,
kiko1-3,talk,kiko,No， we didn't know each other to begin with......We just happened to meet while we were running away， I guess,,
kiko1-3,talk,kiko,Four families， each with children or elderly people， are living together,,
kiko1-3,talk,natsuno,Oh......,,
kiko1-3,talk,kiko,From kids younger than me， about elementary-school age， all the way to an old man in his eighties,,
kiko1-3,talk,natsuno,Sounds like it must be hard,,
kiko1-3,talk,kiko,Hard......,,
kiko1-3,talk,kiko,......I guess it is,,
kiko1-3,talk,kiko,But I was alone until I met you， Natsuno,,
kiko1-3,talk,kiko,Being alone can be hard， but......there were lots of things that were easier too,,
kiko1-3,fg,survivor00,right-right,0.5,serious
kiko1-3,talk,natsuno,......Yeah， that's true,,
kiko1-3,talk,natsuno,I think I understand. Probably,,
kiko1-3,talk,kiko,Yes......,,
kiko1-3,talk,kiko,I guess......I felt more at ease,,
kiko1-3,talk,natsuno,......Yeah,,
kiko1-3,talk,kiko,If I collapsed here， nobody would be inconvenienced,,
kiko1-3,talk,kiko,Nobody would worry about me,,
kiko1-3,talk,natsuno,......Yeah,,
kiko1-3,talk,kiko,Thinking that I wouldn't cause anyone any trouble......made things so much easier,,
kiko1-3,talk,natsuno,......Yeah,,
kiko1-3,talk,kiko,......,,
kiko1-3,pauseBgm,,,,
kiko1-3,talk,kiko,That's why......,,
kiko1-3,talk,kiko,Natsuno,,
kiko1-3,talk,kiko,If I ever go somewhere,,
kiko1-3,talk,kiko,If I disappear,,
kiko1-3,talk,kiko,Please don't worry about me too much， okay?,,
kiko1-3,talk,natsuno,......,,
kiko1-3,talk,kiko,It would be easier......if you thought of it that way,,
kiko1-3,talk,natsuno,......,,
kiko1-3,playBgm,scenario02,,,
kiko1-3,fg,survivor00,right-right,0.5,depress
kiko1-3,talk,natsuno,......Yeah,,
kiko1-3,talk,natsuno,I understand what you mean,,
kiko1-3,talk,natsuno,I understand， but......,,
kiko1-3,talk,natsuno,......I understand， but I don't,,
kiko1-3,talk,kiko,......,,
kiko1-3,fg,survivor00,right-right,0.5,smile
kiko1-3,talk,natsuno,If you disappeared， I'm sure I'd go looking for you,,
kiko1-3,talk,natsuno,......Just like you're looking for Minotaro like this,,
kiko1-3,talk,kiko,......,,
kiko1-3,talk,kiko,......Minotaro， remember,,
kiko1-3,talk,natsuno,......Was it?,,
kiko1-3,talk,natsuno,Haha,,
kiko1-3,talk,kiko,......,,
kiko1-3,talk,kiko,......You're kind， Natsuno,,
kiko1-3,fg,survivor00,right-right,0.5,depress
kiko1-3,talk,natsuno,......,,
kiko1-3,wait,2,,,
kiko1-3,end,questSuccess,,,
-,,,,,
kiko1-4,bg,scenario10,,,
kiko1-4,fg,survivor01,right-left,,
kiko1-4,playBgm,character01,,,
kiko1-4,talk,natsuno,Why do you have a dog?,,
kiko1-4,talk,kiko,Huh......,,
kiko1-4,talk,kiko,Why......?,,
kiko1-4,talk,kiko,I don't know how to answer that......,,
kiko1-4,talk,natsuno,I've never had a pet before,,
kiko1-4,talk,natsuno,So I don't really get it,,
kiko1-4,talk,natsuno,I think dogs and cats are cute and all,,
kiko1-4,talk,natsuno,But I never really think， I want one......,,
kiko1-4,talk,kiko,Hmm......,,
kiko1-4,talk,kiko,I didn't get Minotaro because I wanted a dog either,,
kiko1-4,talk,natsuno,I see,,
kiko1-4,fg,survivor01,right-left,0.5,smile
kiko1-4,talk,kiko,Yes,,
kiko1-4,talk,kiko,When I was little......,,
kiko1-4,talk,kiko,Well， I'm still little， I guess,,
kiko1-4,talk,kiko,Minotaro came to our house a long time ago， when I was in kindergarten,,
kiko1-4,talk,natsuno,Oh,,
kiko1-4,talk,natsuno,So your parents were the ones who got her?,,
kiko1-4,talk,kiko,That's right,,
kiko1-4,talk,kiko,I'm like this， you see,,
kiko1-4,talk,kiko,I'm timid， I'm not very attentive， and I'm not very good at talking to people,,
kiko1-4,talk,kiko,I've never had many friends......,,
kiko1-4,talk,kiko,My parents couldn't stand seeing me like that， so they decided to get a dog,,
kiko1-4,talk,kiko,I was scared of her at first,,
kiko1-4,talk,kiko,But Minotaro was so gentle,,
kiko1-4,talk,kiko,She'd come running over whenever I called her......,,
kiko1-4,talk,natsuno,......I see,,
kiko1-4,fg,survivor01,right-left,0.5,default
kiko1-4,talk,kiko,......I'm sorry， I went on about myself,,
kiko1-4,talk,kiko,This isn't very interesting......is it?,,
kiko1-4,fg,survivor00,right-right,0.5,smile
kiko1-4,talk,natsuno,No,,
kiko1-4,talk,natsuno,It makes me think， so that's how you were,,
kiko1-4,talk,natsuno,So that's the kind of kid Kiko was,,
kiko1-4,talk,kiko,......Was， I guess， but I'm not really that different now......,,
kiko1-4,talk,natsuno,Really?,,
kiko1-4,talk,natsuno,If that were true， you wouldn't have come all the way out here alone to look for Minotaro,,
kiko1-4,talk,natsuno,I'm sure,,
kiko1-4,talk,kiko,......,,
kiko1-4,fg,survivor01,right-left,0.5,smile
kiko1-4,talk,kiko,......I wish that were true,,
kiko1-4,talk,kiko,......That'd be nice,,
kiko1-4,talk,kiko,......,,
kiko1-4,fg,survivor00,right-right,0.5,default
kiko1-4,talk,natsuno,You really got permission to leave the camp by yourself?,,
kiko1-4,talk,natsuno,Your parents didn't try to stop you?,,
kiko1-4,talk,natsuno,You left the camp just to look for your dog.....,,
kiko1-4,pauseBgm,,,,
kiko1-4,fg,survivor01,right-left,0.5,default
kiko1-4,talk,kiko,Minotaro is family......,,
kiko1-4,talk,kiko,She's not just a dog......,,
kiko1-4,talk,kiko,That's why......,,
kiko1-4,talk,kiko,............,,
kiko1-4,fg,survivor00,right-right,0.5,serious
kiko1-4,talk,natsuno,......You're right. I'm sorry,,
kiko1-4,talk,kiko,............,,
kiko1-4,talk,kiko,......I left anyway， even though they tried to stop me,,
kiko1-4,talk,natsuno,Huh?,,
kiko1-4,playBgm,scenario02,,,
kiko1-4,talk,kiko,Both my dad and mom tried to stop me. They told me not to go. That it was dangerous,,
kiko1-4,talk,kiko,I know it's dangerous. But......,,
kiko1-4,talk,natsuno,............,,
kiko1-4,talk,kiko,So I snuck out at night while everyone was asleep,,
kiko1-4,talk,kiko,They're probably in a panic by now,,
kiko1-4,talk,kiko,But I'm not going back until I find her,,
kiko1-4,talk,kiko,I can't just leave Minotaro......,,
kiko1-4,talk,natsuno,......I see,,
kiko1-4,wait,1,,,
kiko1-4,end,questSuccess,,,
-,,,,,
kiko1-5,bg,scenario10,,,
kiko1-5,fgClear,,,,
kiko1-5,playBgm,environment02,,,
kiko1-5,talk,kiko,Um......,,
kiko1-5,talk,kiko,......,,
kiko1-5,talk,kiko,Umm......,,
kiko1-5,talk,kiko,Oh， yes， that's right,,
kiko1-5,fg,survivor01,right-right,1.0,
kiko1-5,talk,kiko,I'm talking to you......,,
kiko1-5,talk,kiko,I'm talking to you,,
kiko1-5,talk,kiko,Natsuno's taking a bath in the river nearby right now,,
kiko1-5,talk,kiko,Her phone was left here......,,
kiko1-5,talk,kiko,......,,
kiko1-5,talk,kiko,You're somewhere far away， aren't you?,,
kiko1-5,talk,kiko,In a world where none of this happened......,,
kiko1-5,talk,kiko,......And then,,
kiko1-5,talk,kiko,......,,
kiko1-5,talk,kiko,......Um,,
kiko1-5,talk,kiko,......,,
kiko1-5,talk,kiko,............,,
kiko1-5,playBgm,scenario04,,,
kiko1-5,talk,kiko,You might wonder why I'm telling you something like this,,
kiko1-5,talk,kiko,......I couldn't tell Natsuno,,
kiko1-5,talk,kiko,You don't have to answer anything,,
kiko1-5,talk,kiko,I just......want you to listen,,
kiko1-5,talk,kiko,......I'm sorry,,
kiko1-5,talk,kiko,For suddenly......dumping all this on you,,
kiko1-5,talk,kiko,But......if I don't tell you， maybe,,
kiko1-5,talk,kiko,I might make you feel......uncomfortable,,
kiko1-5,talk,kiko,......,,
kiko1-5,talk,kiko,......You already know that I left the camp where my parents are without telling them， right?,,
kiko1-5,talk,kiko,......Yes,,
kiko1-5,talk,kiko,That's true,,
kiko1-5,talk,kiko,I snuck out while everyone was asleep,,
kiko1-5,talk,kiko,But......,,
kiko1-5,talk,kiko,The part about the camp being somewhere north,,
kiko1-5,pauseBgm,,,,
kiko1-5,talk,kiko,......That was a lie,,
kiko1-5,talk,kiko,Well， it might be true， but,,
kiko1-5,talk,kiko,......I don't know either,,
kiko1-5,talk,kiko,I don't remember where the camp is anymore,,
kiko1-5,talk,kiko,I retraced the route I took and came back to around where I lost Minotaro， so I think the camp is probably north of here......,,
kiko1-5,talk,kiko,But honestly， I don't know,,
kiko1-5,talk,kiko,......,,
kiko1-5,talk,kiko,I don't intend to go back,,
kiko1-5,playBgm,scenario02,,,
kiko1-5,talk,kiko,When I snuck out of the camp alone， I thought I probably wouldn't ever go back,,
kiko1-5,talk,kiko,......It's not that I don't want to go back,,
kiko1-5,talk,kiko,It's not that I don't want to......I just don't think I'll be able to,,
kiko1-5,talk,kiko,Because,,
kiko1-5,talk,kiko,I'm out here alone even though it's this dangerous,,
kiko1-5,talk,kiko,You seem to have been traveling alone this whole time， Natsuno......,,
kiko1-5,talk,kiko,I'm not as tough as you， Natsuno,,
kiko1-5,talk,kiko,So,,
kiko1-5,talk,kiko,Either way......,,
kiko1-5,talk,kiko,......,,
kiko1-5,talk,kiko,......No,,
kiko1-5,talk,kiko,It's nothing worth praising me for,,
kiko1-5,talk,kiko,It's not like I'm risking my life to find Minotaro......,,
kiko1-5,talk,kiko,It's not something that noble,,
kiko1-5,talk,kiko,It's just......,,
kiko1-5,talk,kiko,......I don't know how to put it,,
kiko1-5,talk,kiko,......With things like this,,
kiko1-5,talk,kiko,Fifteen of us are living together， doing whatever we can to stave off hunger every day,,
kiko1-5,talk,kiko,And the children are still hungry all the time......,,
kiko1-5,talk,kiko,You can't really think something like that is going to go on forever， can you?,,
kiko1-5,talk,kiko,There's probably no going back to how things were， even if we somehow solve everything,,
kiko1-5,talk,kiko,......Sorry， this got kind of depressing,,
kiko1-5,talk,kiko,But it's not like I feel that depressed about it,,
kiko1-5,talk,kiko,Because there's probably nothing we can do anymore,,
kiko1-5,talk,kiko,So if that's how things are......I want to make sure I have no regrets,,
kiko1-5,talk,kiko,I don't know......Once I thought about it that way， I started to feel a little braver,,
kiko1-5,talk,kiko,That's why I feel like I can move forward,,
kiko1-5,talk,kiko,I feel much lighter now than I did when my family and I were running away after I lost Minotaro,,
kiko1-5,talk,kiko,That's why......,,
kiko1-5,talk,kiko,......,,
kiko1-5,talk,kiko,......I'm not going back to the camp,,
kiko1-5,talk,kiko,I don't think I'll ever be able to go back......,,
kiko1-5,talk,kiko,......,,
kiko1-5,talk,kiko,If I disappear,,
kiko1-5,talk,kiko,If Natsuno ever tries to come looking for me,,
kiko1-5,talk,kiko,Or blames herself because of me,,
kiko1-5,talk,kiko,I just......hope that， if something happens， you can tell Natsuno not to worry about me,,
kiko1-5,talk,kiko,I'd be glad......if you could,,
kiko1-5,talk,kiko,......,,
kiko1-5,talk,kiko,......I'm sorry for asking something so selfish,,
kiko1-5,talk,kiko,If you don't like it， just forget I said anything,,
kiko1-5,talk,kiko,But if,,
kiko1-5,talk,kiko,If you can understand......I'll be happy,,
kiko1-5,wait,2,,,
kiko1-5,end,questSuccess,,,
-,,,,,
kiko1-6,bg,location01,,,
kiko1-6,playBgm,environment00,,,
kiko1-6,talk,natsuno,What the......!,,
kiko1-6,talk,natsuno,Jeez......What happened? You suddenly took off running......,,
kiko1-6,fg,survivor00,right-right,0.5,zito
kiko1-6,talk,natsuno,......Well， it's not like you've only been acting like that today,,
kiko1-6,fg,survivor01,right-left,0.5,
kiko1-6,talk,kiko,............,,
kiko1-6,talk,natsuno,......Hey,,
kiko1-6,talk,kiko,............,,
kiko1-6,fg,survivor00,right-right,0.5,serious
kiko1-6,talk,natsuno,......Hey?,,
kiko1-6,talk,natsuno,............,,
kiko1-6,talk,natsuno,......Is that......,,
kiko1-6,playBgm,scenario01,,,
kiko1-6,fgRemove,survivor00,1.0,,
kiko1-6,fgRemove,survivor01,1.0,,
kiko1-6,wait,1,,,
kiko1-6,talk,natsuno,............,,
kiko1-6,talk,kiko,............,,
kiko1-6,talk,kiko,......Minotaro......,,
kiko1-6,talk,natsuno,............,,
kiko1-6,talk,natsuno,......That's Minotaro......?,,
kiko1-6,talk,kiko,............,,
kiko1-6,talk,kiko,......Yes,,
kiko1-6,talk,kiko,......I'm sorry,,
kiko1-6,talk,kiko,You went to all that trouble to look for her with me,,
kiko1-6,talk,kiko,............,,
kiko1-6,talk,kiko,......Minotaro,,
kiko1-6,talk,kiko,......She's already dead......,,
kiko1-6,talk,kiko,............,,
kiko1-6,talk,natsuno,............,,
kiko1-6,talk,natsuno,......But then......,,
kiko1-6,talk,natsuno,......It doesn't look like she died today or yesterday......,,
kiko1-6,talk,kiko,............,,
kiko1-6,talk,natsuno,............,,
kiko1-6,talk,kiko,......I knew， really,,
kiko1-6,talk,kiko,Even before I lost Minotaro， when we were running away together......,,
kiko1-6,talk,kiko,We were attacked by a monster......and Minotaro， by then......,,
kiko1-6,talk,kiko,............,,
kiko1-6,talk,natsuno,......Then why did you go looking for her all this way......?,,
kiko1-6,talk,kiko,......Because isn't it sad?,,
kiko1-6,talk,kiko,......To end up like this， in a place like this......,,
kiko1-6,talk,kiko,......Without anyone there when she died， without anyone to bury her......,,
kiko1-6,talk,kiko,............,,
kiko1-6,talk,kiko,......I'm sorry......I couldn't stay with you......,,
kiko1-6,talk,kiko,Minotaro......,,
kiko1-6,talk,kiko,It must have hurt......,,
kiko1-6,talk,kiko,I'm sorry......,,
kiko1-6,talk,kiko,I'm so......sorry......,,
kiko1-6,talk,kiko,............,,
kiko1-6,talk,natsuno,............,,
kiko1-6,wait,1,,,
kiko1-6,pauseBgm,,,,
kiko1-6,fadeOut,2,,,
kiko1-6,newPage,,,,
kiko1-6,wait,1,,,
kiko1-6,fadeIn,2,,,
kiko1-6,playBgm,character01,,,
kiko1-6,fg,survivor00,right-left,0.5,serious
kiko1-6,talk,natsuno,............,,
kiko1-6,fg,survivor01,right-right,0.5,serious
kiko1-6,talk,kiko,............,,
kiko1-6,wait,1,,,
kiko1-6,talk,kiko,......Thank you,,
kiko1-6,talk,kiko,......For going through all of this with me,,
kiko1-6,talk,natsuno,............,,
kiko1-6,talk,natsuno,......It's okay,,
kiko1-6,talk,natsuno,I would've felt awful leaving her like that too,,
kiko1-6,talk,kiko,If we bury her and make a grave......Do you think she'll be at peace， Minotaro?,,
kiko1-6,talk,natsuno,It's more like a grave marker， just a stone we found lying around,,
kiko1-6,fg,survivor01,right-right,0.5,smile
kiko1-6,talk,kiko,It's fine， what matters is how we feel,,
kiko1-6,talk,kiko,Thank you， really,,
kiko1-6,fg,survivor00,right-left,0.5,smile
kiko1-6,talk,natsuno,......You're welcome,,
kiko1-6,playBgm,scenario02,,,
kiko1-6,fg,survivor01,right-right,0.5,serious
kiko1-6,talk,kiko,............,,
kiko1-6,talk,kiko,......Well， I should get going,,
kiko1-6,fg,survivor00,right-left,0.5,serious
kiko1-6,talk,natsuno,Huh?,,
kiko1-6,talk,natsuno,We found Minotaro， but......aren't we going to stay together?,,
kiko1-6,talk,kiko,No. It's okay. I'm going back to the camp where my family is,,
kiko1-6,talk,natsuno,Huh......But......,,
kiko1-6,talk,natsuno,......Then I'll go there with you,,
kiko1-6,talk,natsuno,I think it's safer than being alone......,,
kiko1-6,talk,kiko,......No,,
kiko1-6,talk,kiko,I can't keep causing you trouble,,
kiko1-6,talk,natsuno,But.....,,
kiko1-6,talk,kiko,Natsuno,,
kiko1-6,talk,kiko,I'm sorry,,
kiko1-6,fgRemove,survivor01,1.0,,
kiko1-6,talk,kiko,I'm......staying here,,
kiko1-6,talk,kiko,Goodbye,,
kiko1-6,wait,1,,,
kiko1-6,talk,natsuno,Huh......,,
kiko1-6,talk,natsuno,......,,
kiko1-6,talk,natsuno,............,,
kiko1-6,wait,3,,,
kiko1-6,fadeOut,2,,,
kiko1-6,newPage,,,,
kiko1-6,fgClear,,,,
kiko1-6,wait,1,,,
kiko1-6,fadeIn,2,,,
kiko1-6,wait,2,,,
kiko1-6,fg,survivor00,right-right,1.0,serious
kiko1-6,talk,natsuno,......,,
kiko1-6,talk,natsuno,............,,
kiko1-6,talk,natsuno,......What?,,
kiko1-6,fg,survivor00,right-right,0.5,depress
kiko1-6,talk,natsuno,......I feel the same way,,
kiko1-6,talk,natsuno,But......if I go after her， what am I supposed to say?,,
kiko1-6,talk,natsuno,......,,
kiko1-6,talk,natsuno,Because Kiko......,,
kiko1-6,talk,natsuno,......,,
kiko1-6,talk,natsuno,Kiko......,,
kiko1-6,fg,survivor00,right-right,0.5,serious
kiko1-6,talk,natsuno,......She never intended to go back in the first place， did she?,,
kiko1-6,talk,natsuno,......,,
kiko1-6,talk,natsuno,......Actually,,
kiko1-6,talk,natsuno,I happened to overhear you and Kiko talking alone before......,,
kiko1-6,talk,natsuno,I only heard a little,,
kiko1-6,talk,natsuno,......So I know,,
kiko1-6,talk,natsuno,That Kiko doesn't remember where the camp is,,
kiko1-6,talk,natsuno,......That she never intended to go back,,
kiko1-6,talk,natsuno,......,,
kiko1-6,fg,survivor00,right-right,0.5,depress
kiko1-6,talk,natsuno,......You know,,
kiko1-6,talk,natsuno,I kind of understand,,
kiko1-6,talk,natsuno,What Kiko was saying,,
kiko1-6,talk,natsuno,She'd been regretting leaving Minotaro behind when she ran away,,
kiko1-6,talk,natsuno,She wanted to find Minotaro， even if nothing else mattered,,
kiko1-6,talk,natsuno,She didn't want to have any regrets in the end,,
kiko1-6,talk,natsuno,Even in a world like this......especially because it's like this， she wanted to do whatever she still could,,
kiko1-6,talk,natsuno,I kind of understand......that feeling,,
kiko1-6,talk,natsuno,I mean， even I......,,
kiko1-6,talk,natsuno,......,,
kiko1-6,talk,natsuno,......That's why,,
kiko1-6,talk,natsuno,So......I don't know......,,
kiko1-6,talk,natsuno,Whether I should've gone after Kiko,,
kiko1-6,talk,natsuno,Or gone after her......and then what I would've said......,,
kiko1-6,talk,natsuno,I don't know......,,
kiko1-6,talk,natsuno,I don't know......,,
kiko1-6,talk,natsuno,......,,
kiko1-6,fgRemove,survivor00,2.0,,
kiko1-6,wait,2,,,
kiko1-6,talk,natsuno,Hey......I......,,
kiko1-6,talk,natsuno,What should I have done......?,,
kiko1-6,wait,3,,,
kiko1-6,removeSurvivor,kiko,,,
kiko1-6,end,ending,kiko1,,
-,,,,,
