id,command,arg0<jpn>,arg1<jpn>,arg2,arg3
main4-2,talk,akane,......Well， I've been breaking into places every day anyway， so I guess it's a little late to complain,,
main4-2,talk,akane,So why'd you bring something like that?,,
main4-2,talk,akane,An antenna isn't gonna fill your stomach， you know,,
main4-2,fg,survivor00,right-right,0.5,depress
main4-2,talk,natsuno,Yeah......,,
main4-2,talk,akane,So...... you're gonna do something with that antenna and that radio?,,
main4-2,talk,natsuno,......,,
main4-2,pauseBgm,,,,
main4-2,fg,survivor00,right-right,0.5,doubt
main4-2,talk,natsuno,......Right,,
main4-2,talk,natsuno,Say something,,
main4-2,talk,akane,......?,,
main4-2,talk,natsuno,Not to Akane......,,
main4-2,talk,natsuno,I'm talking to you,,
main4-2,talk,natsuno,Please. Say something， will you?,,
main4-2,waitCall,someThing,input0,input0,
main4-2,label,input0,,,
main4-2,talk,akane,......What do you mean?,,
main4-2,talk,akane,What?,,
main4-2,talk,akane,Is this some kind of prank?,,
main4-2,talk,natsuno,......Listen carefully， Akane,,
main4-2,fg,survivor03,right-left,0.5,serious
main4-2,talk,akane,......?,,
main4-2,talk,natsuno,Could you...... talk to me again?,,
main4-2,waitCall,someThing,input1,input1,
main4-2,label,input1,,,
main4-2,talk,akane,......!,,
main4-2,playBgm,scenario01,,,
main4-2,talk,akane,This is......,,
main4-2,talk,natsuno,......,,
main4-2,talk,akane,What does this......,,
main4-2,talk,akane,Could it be......,,
main4-2,talk,akane,......,,
main4-2,talk,akane,......Did you figure this out on your own， Natsuno?,,
main4-2,fg,survivor00,right-right,0.5,serious
main4-2,talk,natsuno,......Yeah,,
main4-2,talk,akane,......Did anyone else.....did everyone at the camp notice?,,
main4-2,talk,natsuno,No......,,
main4-2,talk,akane,......,,
main4-2,talk,akane,......Huh,,
main4-2,talk,akane,I see,,
main4-2,talk,akane,So......,,
main4-2,talk,akane,That's why you left the camp， huh,,
main4-2,fg,survivor00,right-right,0.5,depress
main4-2,talk,natsuno,......It's not like I ran away,,
main4-2,talk,akane,Sorry,,
main4-2,talk,akane,<q>Ran away</q>,,
main4-2,talk,akane,That wasn't the right word,,
main4-2,fg,survivor03,right-left,0.5,default
main4-2,talk,akane,......You didn't do anything wrong， Natsuno,,
main4-2,talk,akane,At least， I'm sure of that,,
main4-2,fg,survivor00,right-right,0.5,serious
main4-2,talk,natsuno,......Yeah,,
main4-2,talk,natsuno,......Thanks,,
main4-2,talk,akane,......,,
main4-2,talk,akane,Still,,
main4-2,talk,akane,What am I gonna do with this......,,
main4-2,talk,akane,......Guess,,
main4-2,talk,akane,I guess it's finally time to ask you， on the other side of the phone， a few questions,,
main4-2,wait,2,,,
main4-2,end,questSuccess,,,
-,,,,,
main4-3,bg,scenario00,,,
main4-3,playBgm,character00,,,
main4-3,fg,survivor03,right-left,0.5,
main4-3,talk,akane,Hey， hey,,
main4-3,talk,akane,There's something I wanna try,,
main4-3,talk,akane,Wanna help me out?,,
main4-3,talk,natsuno,Yeah,,
main4-3,talk,natsuno,Sure,,
main4-3,talk,natsuno,What?,,
main4-3,wait,1,,,
main4-3,fadeOut,1,,,
main4-3,fg,survivor00,right-right,0,doubt
main4-3,wait,2,,,
main4-3,newPage,,,,
main4-3,fadeIn,1,,,
main4-3,talk,natsuno,I see......,,
main4-3,talk,natsuno,Guess you can figure out all sorts of things by trying them......,,
main4-3,talk,natsuno,......,,
main4-3,fg,survivor03,right-left,0.5,serious
main4-3,talk,akane,......Are you okay?,,
main4-3,fg,survivor00,right-right,0.5,serious
main4-3,talk,natsuno,Yeah......,,
main4-3,talk,natsuno,I'm fine,,
main4-3,talk,natsuno,......,,
main4-3,talk,natsuno,......So what do we do now?,,
main4-3,talk,natsuno,What do you think we should do， Akane......?,,
main4-3,talk,akane,Hmm,,
main4-3,talk,akane,......Still thinking,,
main4-3,talk,akane,There are all kinds of things worth trying......,,
main4-3,talk,akane,But I'm not sure about any of them,,
main4-3,talk,natsuno,......,,
main4-3,fg,survivor00,right-right,0.5,depress
main4-3,talk,natsuno,......Is this my fault?,,
main4-3,fg,survivor03,right-left,0.5,default
main4-3,talk,akane,......It's not your fault， Natsuno,,
main4-3,talk,akane,At least,,
main4-3,talk,akane,Even if， by some tiny chance， that really were the case......,,
main4-3,talk,akane,It still wouldn't be your fault,,
main4-3,talk,akane,No one's going to blame you， Natsuno,,
main4-3,fg,survivor00,right-right,0.5,serious
main4-3,talk,natsuno,......Thanks,,
main4-3,talk,natsuno,But......,,
main4-3,pauseBgm,,,,
main4-3,talk,natsuno,Still,,
main4-3,fg,survivor00,right-right,0.5,depress
main4-3,talk,natsuno,I think it'd be best if I disappeared,,
main4-3,talk,natsuno,Don't you think it'd be best if I disappeared?,,
main4-3,fg,survivor03,right-left,0.5,serious
main4-3,talk,akane,......,,
main4-3,talk,akane,......Well,,
main4-3,fg,survivor03,right-left,0.5,default
main4-3,talk,akane,Who knows,,
main4-3,talk,akane,To begin with， it's all speculation,,
main4-3,talk,akane,We don't have a single piece of solid evidence,,
main4-3,talk,akane,Don't you think there's no reason to risk your life over this?,,
main4-3,fg,survivor03,right-left,0.5,serious
main4-3,talk,akane,......,,
main4-3,talk,akane,......Don't say things like that,,
main4-3,talk,akane,Natsuno,,
main4-3,talk,akane,Please,,
main4-3,fg,survivor00,right-right,0.5,serious
main4-3,talk,natsuno,......Yeah,,
main4-3,talk,natsuno,Sorry,,
main4-3,talk,natsuno,......,,
main4-3,talk,natsuno,......Well,,
main4-3,fg,survivor00,right-right,0.5,smile
main4-3,talk,natsuno,Things are like this now,,
main4-3,talk,natsuno,Even if you don't do anything,,
main4-3,talk,natsuno,You could...... die tomorrow， you know,,
main4-3,wait,2,,,
main4-3,end,questSuccess,,,
-,,,,,
main4-4,bg,scenario03,,,
main4-4,playBgm,environment08,,,
main4-4,talk,natsuno,Hey,,
main4-4,talk,natsuno,Are you listening?,,
main4-4,fg,survivor00,right-right,0.5,smile
main4-4,talk,natsuno,......You are listening， right,,
main4-4,talk,natsuno,Whenever I feel like talking...... you always listen， don't you,,
main4-4,talk,natsuno,It's really...... almost strange,,
main4-4,fg,survivor00,right-right,0.5,serious
main4-4,talk,natsuno,......,,
main4-4,talk,natsuno,......Akane's already asleep,,
main4-4,talk,natsuno,She looked tired today,,
main4-4,pauseBgm,,,,
main4-4,talk,natsuno,......,,
main4-4,talk,natsuno,......You know,,
main4-4,playBgm,scenario03,,,
main4-4,talk,natsuno,Why do you talk to me?,,
main4-4,talk,natsuno,......Yeah,,
main4-4,talk,natsuno,I know you found an old computer...... and that's how the call got connected,,
main4-4,talk,natsuno,But that's not what I mean......,,
main4-4,talk,natsuno,I mean， how you feel......,,
main4-4,talk,natsuno,You could've just thrown that computer away， right?,,
main4-4,talk,natsuno,Doesn't it scare you， talking to someone you don't even know?,,
main4-4,talk,natsuno,So......,,
main4-4,talk,natsuno,I was wondering why,,
main4-4,talk,natsuno,......,,
main4-4,fg,survivor00,right-right,0.5,default
main4-4,talk,natsuno,......Do you <button>Like</button> me?,,
main4-4,talk,natsuno,Or is it that you just <button>Don't know</button> why?,,
main4-4,waitCall,love,love,noreason,
main4-4,label,love,,,
main4-4,fg,survivor00,right-right,0.5,smile
main4-4,talk,natsuno,Haha,,
main4-4,talk,natsuno,......Thanks,,
main4-4,talk,natsuno,I......,,
main4-4,fg,survivor00,right-right,0.5,serious
main4-4,talk,natsuno,......I wonder,,
main4-4,talk,natsuno,I don't really know,,
main4-4,talk,natsuno,When I think about it...... I still don't know much about you,,
main4-4,talk,natsuno,......,,
main4-4,fg,survivor00,right-right,0.5,smile
main4-4,talk,natsuno,......But I had fun talking to you,,
main4-4,talk,natsuno,It made me happy,,
main4-4,talk,natsuno,......Thank you,,
main4-4,jump,confluence,,,
main4-4,label,noreason,,,
main4-4,fg,survivor00,right-right,0.5,smile
main4-4,talk,natsuno,I see,,
main4-4,talk,natsuno,Yeah， I guess so,,
main4-4,jump,confluence,,,
main4-4,label,confluence,,,
main4-4,talk,natsuno,......,,
main4-4,fg,survivor00,right-right,0.5,smile
main4-4,talk,natsuno,......It's strange,,
main4-4,talk,natsuno,We haven't even spent that much time talking like this,,
main4-4,talk,natsuno,But tomorrow...... if I talk to my phone and you don't answer,,
main4-4,talk,natsuno,I'm sure...... I'll feel lonely,,
main4-4,talk,natsuno,......Maybe I'm actually pretty lonely after all?,,
main4-4,talk,natsuno,I never thought of myself that way......,,
main4-4,talk,natsuno,Maybe I really am,,
main4-4,talk,natsuno,......,,
main4-4,fg,survivor00,right-right,0.5,default
main4-4,talk,natsuno,What about you?,,
main4-4,talk,natsuno,If...... you couldn't talk to me anymore starting tomorrow......,,
main4-4,talk,natsuno,Would you be lonely?,,
main4-4,talk,natsuno,......,,
main4-4,fg,survivor00,right-right,0.5,smile
main4-4,talk,natsuno,......Don't feel lonely， okay,,
main4-4,talk,natsuno,For some reason， it seems peaceful where you are,,
main4-4,talk,natsuno,You probably have friends and family too......,,
main4-4,talk,natsuno,......,,
main4-4,fg,survivor00,right-right,0.5,default
main4-4,talk,natsuno,......Huh?,,
main4-4,talk,natsuno,You're saying you're fine?,,
main4-4,talk,natsuno,......,,
main4-4,fg,survivor00,right-right,0.5,zito
main4-4,talk,natsuno,......Well， that's a little worrying in its own way......,,
main4-4,talk,natsuno,......,,
main4-4,fg,survivor00,right-right,0.5,smile
main4-4,talk,natsuno,......But,,
main4-4,talk,natsuno,Then...... I'm glad,,
main4-4,talk,natsuno,......,,
main4-4,fg,survivor00,right-right,0.5,depress
main4-4,talk,natsuno,......You probably won't be lonely,,
main4-4,talk,natsuno,You'll probably...... be okay,,
main4-4,talk,natsuno,......,,
main4-4,wait,2,,,
main4-4,end,questSuccess,,,
-,,,,,
main4-5,bg,scenario00,,,
main4-5,fg,survivor00,right-right,0,serious
main4-5,fg,survivor03,right-left,0.5,serious
main4-5,pauseBgm,,,,
main4-5,talk,natsuno,......,,
main4-5,talk,akane,......Seriously,,
main4-5,talk,akane,......Are you really sure I can decide?,,
main4-5,talk,natsuno,......Yeah,,
main4-5,talk,akane,You won't regret it， no matter what happens?,,
main4-5,talk,natsuno,Yeah,,
main4-5,fg,survivor00,right-right,0.5,depress
main4-5,talk,natsuno,I can't do it......,,
main4-5,talk,natsuno,I kept thinking I should just throw away my phone,,
main4-5,talk,natsuno,......But I couldn't,,
main4-5,talk,natsuno,......,,
main4-5,talk,akane,......Okay,,
main4-5,talk,akane,I've decided what we're going to do,,
main4-5,talk,akane,We still don't have any proof,,
main4-5,talk,akane,And even if we do it， I can't think of any good way to tell whether it worked,,
main4-5,talk,akane,But......,,
main4-5,talk,akane,It's better than doing nothing,,
main4-5,talk,akane,......,,
main4-5,talk,akane,So......,,
main4-5,talk,akane,I'll tell you.....,,
main4-5,talk,akane,I'll tell you， on the other side of the phone,,
main4-5,talk,akane,What Natsuno and I tried,,
main4-5,wait,1,,,
main4-5,fadeOut,1,,,
main4-5,wait,1,,,
main4-5,newPage,,,,
main4-5,fgClear,,,,
main4-5,playBgm,scenario02,,,
main4-5,fadeIn,1,,,
main4-5,talk,natsuno,I just happened to...... notice,,
main4-5,talk,natsuno,It was a complete coincidence,,
main4-5,talk,natsuno,Just by chance......,,
main4-5,talk,natsuno,The things you say,,
main4-5,talk,natsuno,And the signals picked up by the antenna we took from an Infected person...... I noticed they were similar,,
main4-5,talk,natsuno,Whenever you talked， the antenna reacted too......,,
main4-5,talk,natsuno,Like it was picking up the same signal,,
main4-5,talk,akane,I saw it too,,
main4-5,talk,akane,That antenna really did look like it was reacting to your voice,,
main4-5,talk,akane,But it wasn't receiving your words directly,,
main4-5,talk,akane,It was only picking up some kind of signal， and the pattern of that signal happened to resemble your voice,,
main4-5,talk,akane,When you talked， the antenna would pick up a signal and an electric current would flow through it， something like that,,
main4-5,talk,natsuno,......,,
main4-5,talk,akane,And we also figured out that it wasn't receiving the same signal,,
main4-5,talk,akane,The signal Natsuno's phone receives and the signal that antenna receives are different,,
main4-5,talk,akane,The kinds of signals a phone and that antenna can receive should be different to begin with,,
main4-5,talk,akane,And that antenna could receive signals the same way no matter where we put it,,
main4-5,talk,akane,But......,,
main4-5,talk,natsuno,......My phone stops letting me talk to you when it gets too far away from it,,
main4-5,talk,akane,I borrowed the phone and tried moving away from Natsuno little by little,,
main4-5,talk,akane,And once I got about ten meters away， I could barely hear your voice anymore,,
main4-5,talk,natsuno,So......,,
main4-5,talk,natsuno,My phone......,,
main4-5,talk,natsuno,The signal my phone receives,,
main4-5,pauseBgm,,,,
main4-5,talk,natsuno,Is coming from me......,,
main4-5,wait,2,,,
main4-5,fadeOut,1,,,
main4-5,wait,2,,,
main4-5,newPage,,,,
main4-5,fg,survivor00,right-right,0,serious
main4-5,fg,survivor03,right-left,0,serious
main4-5,playBgm,scenario03,,,
main4-5,fadeIn,1,,,
main4-5,talk,natsuno,......,,
main4-5,talk,akane,......,,
main4-5,talk,akane,......We don't know what principle it uses or what kind of signal it's receiving,,
main4-5,talk,akane,But...... yes,,
main4-5,talk,akane,The signal is coming from Natsuno,,
main4-5,talk,akane,......,,
main4-5,talk,natsuno,......,,
main4-5,talk,natsuno,I......,,
main4-5,talk,natsuno,My body......,,
main4-5,fg,survivor00,right-right,0.5,depress
main4-5,talk,natsuno,So I'm the same as the Infected......,,
main4-5,talk,natsuno,I'm still conscious， and there's nothing strange about me， but......,,
main4-5,talk,natsuno,But I'm probably Infected,,
main4-5,talk,natsuno,My body is changing,,
main4-5,talk,natsuno,Otherwise...... there's no way my body could be emitting a signal my phone can pick up,,
main4-5,talk,akane,......This is just a guess on my part,,
main4-5,talk,akane,Maybe everyone in the world is Infected to some degree,,
main4-5,talk,akane,Maybe it's just a matter of how severe it is， or what symptoms they have,,
main4-5,talk,akane,I don't have any symptoms...... but I'm probably Infected too,,
main4-5,talk,akane,......At that point， even calling it an <q>infection</q> doesn't really make sense anymore,,
main4-5,talk,akane,Our bodies are changing,,
main4-5,talk,akane,Changing from the inside...... trying to respond to something,,
main4-5,talk,akane,The people who lose the ability to maintain their consciousness and reason because of it just end up becoming like monsters,,
main4-5,talk,akane,If your body gets messed up enough for a metal antenna to grow out of it......,,
main4-5,talk,akane,Well， you can't exactly keep living a normal life like that,,
main4-5,fg,survivor00,right-right,0.5,serious
main4-5,talk,natsuno,......So,,
main4-5,talk,natsuno,If my phone and that antenna are receiving different signals,,
main4-5,talk,natsuno,And yet they're both receiving the same...... your voice,,
main4-5,fgRemove,survivor03,1,,
main4-5,talk,natsuno,......,,
main4-5,talk,natsuno,......Then what Akane called an alien......,,
main4-5,talk,natsuno,......The someone trying to talk to us......,,
main4-5,pauseBgm,,,,
main4-5,fgRemove,survivor00,1,,
main4-5,talk,natsuno,Maybe......,,
main4-5,wait,1,,,
main4-5,talk,natsuno,It's you,,
main4-5,wait,2,,,
main4-5,removeSurvivor,akane,,,
main4-5,end,questSuccess,,,
-,,,,,
main4-6,bg,computer00,,,
main4-6,playBgm,scenario01,,,
main4-6,talk,,What comes from Natsuno's body,,
main4-6,talk,,What the antenna of an Infected person receives,,
main4-6,talk,,This voice we're hearing as we talk like this......,,
main4-6,talk,,What could that mean?,,
main4-6,talk,,To begin with， what does it mean for something resembling radio waves to come from a human body?,,
main4-6,talk,,......,,
main4-6,talk,,There seemed to be far too little information to make a judgment， or even to figure out what was happening,,
main4-6,wait,1,,,
main4-6,fadeOutTextLine,,,,
main4-6,newPage,,,,
main4-6,fadeInTextLine,,,,
main4-6,talk,,But what the two of them asked of me was simple,,
main4-6,talk,,Granting their wishes was easy,,
main4-6,talk,,They asked me...... never to touch this computer again,,
main4-6,talk,,Not to play back the data,,
main4-6,talk,,Not to...... talk to Natsuno,,
main4-6,wait,1,,,
main4-6,fadeOutTextLine,,,,
main4-6,newPage,,,,
main4-6,fadeInTextLine,,,,
main4-6,talk,,If talking like this really is the cause of everything,,
main4-6,talk,,Then maybe if we stop talking， the pandemic will end,,
main4-6,talk,,Maybe people's bodies will stop being affected any further,,
main4-6,talk,,Even if it doesn't solve anything...... maybe something will change,,
main4-6,talk,,That's what Akane said， and Natsuno seemed to think the same way,,
main4-6,wait,1,,,
main4-6,fadeOutTextLine,,,,
main4-6,newPage,,,,
main4-6,fadeInTextLine,,,,
main4-6,talk,,Am I the alien the two of them were talking about?,,
main4-6,talk,,Am I speaking to their world from another world?,,
main4-6,talk,,I can't imagine that being the case,,
main4-6,talk,,I can't believe that simply making a call， simply talking， could cause people's bodies to break down......,,
main4-6,talk,,But it's certain that something abnormal is happening,,
main4-6,talk,,I knew that from the first time I spoke with Natsuno,,
main4-6,talk,,So......,,
main4-6,talk,,I couldn't refuse their wish,,
main4-6,talk,,There was no way I could,,
main4-6,wait,2,,,
main4-6,end,questSuccess,,,
-,,,,,
main4-7,bg,scenario00,,,
main4-7,fg,survivor00,right-right,0,depress
main4-7,wait,1,,,
main4-7,playBgm,character00,,,
main4-7,wait,1,,,
main4-7,talk,natsuno,I don't know anything......,,
main4-7,talk,natsuno,I still don't know anything,,
main4-7,talk,natsuno,When the world first started changing......,,
main4-7,talk,natsuno,No one anywhere in the world knew the cause,,
main4-7,talk,natsuno,They couldn't find any virus or anything like that,,
main4-7,talk,natsuno,Nothing has changed since then,,
main4-7,talk,natsuno,I still don't know anything,,
main4-7,talk,natsuno,......,,
main4-7,talk,natsuno,But......,,
main4-7,talk,natsuno,So I can't just do nothing， right,,
main4-7,talk,natsuno,......,,
main4-7,fg,survivor00,right-right,0.5,serious
main4-7,talk,natsuno,......The truth is,,
main4-7,talk,natsuno,The truth is...... I think it might be me,,
main4-7,talk,natsuno,I think I might be the one who reached out to you,,
main4-7,talk,natsuno,It wasn't that you found the computer and connected to our world......,,
main4-7,talk,natsuno,Maybe this happened because I wished for it......,,
main4-7,talk,natsuno,Because back then， I wanted to talk to someone,,
main4-7,talk,natsuno,And that's why you.....,,
main4-7,fg,survivor00,right-right,0.5,default
main4-7,talk,natsuno,......Am I overthinking it?,,
main4-7,talk,natsuno,Am I being too self-centered?,,
main4-7,talk,natsuno,Maybe,,
main4-7,talk,natsuno,The idea that the world could change just because I wished for it......,,
main4-7,talk,natsuno,That can't be right,,
main4-7,fg,survivor00,right-right,0.5,serious
main4-7,talk,natsuno,......Yeah,,
main4-7,talk,natsuno,I know,,
main4-7,talk,natsuno,The world started going wrong before I ever started feeling lonely,,
main4-7,talk,natsuno,I know it doesn't make sense......,,
main4-7,talk,natsuno,But......,,
main4-7,talk,natsuno,Something about it feels strange,,
main4-7,talk,natsuno,Just a feeling,,
main4-7,talk,natsuno,It's only a hunch， though,,
main4-7,talk,natsuno,Even if I can't hear your voice anymore......,,
main4-7,talk,natsuno,I feel like nothing will change...... like maybe we've misunderstood something,,
main4-7,talk,natsuno,That's just how I feel......,,
main4-7,fg,survivor00,right-right,0.5,depress
main4-7,talk,natsuno,......,,
main4-7,talk,natsuno,......No,,
main4-7,talk,natsuno,I'm sorry,,
main4-7,talk,natsuno,Maybe I'm just lonely and throwing a tantrum,,
main4-7,talk,natsuno,......I'm sorry,,
main4-7,talk,natsuno,......,,
main4-7,talk,natsuno,I am lonely， though. Quite a lot,,
main4-7,fg,survivor00,right-right,0.5,serious
main4-7,talk,natsuno,But we have to say goodbye,,
main4-7,talk,natsuno,I'm going to turn off my phone for a while too,,
main4-7,talk,natsuno,So...... don't touch the computer either,,
main4-7,talk,natsuno,Even if I can hear your voice， I'm going to ignore it,,
main4-7,talk,natsuno,......Promise me,,
main4-7,talk,natsuno,......,,
main4-7,talk,natsuno,............,,
main4-7,talk,natsuno,......Hey,,
main4-7,talk,natsuno,Can I ask you one more thing before we say goodbye?,,
main4-7,talk,natsuno,......Say <red>goodbye</red>,,
main4-7,talk,natsuno,Please,,
main4-7,waitCall,goodBye,ok,ng,
main4-7,label,ok,,,
main4-7,fg,survivor00,right-right,0.5,smile
main4-7,talk,natsuno,......Thanks,,
main4-7,jump,confluence,,,
main4-7,label,ng,,,
main4-7,talk,natsuno,......I see,,
main4-7,talk,natsuno,I'm sorry,,
main4-7,talk,natsuno,I was being selfish,,
main4-7,talk,natsuno,......,,
main4-7,jump,confluence,,,
main4-7,label,confluence,,,
main4-7,pauseBgm,,,,
main4-7,talk,natsuno,Bye-bye,,
main4-7,fgRemove,survivor00,2,,
main4-7,talk,natsuno,Goodbye,,
main4-7,wait,3,,,
main4-7,pauseBgm,,,,
main4-7,fadeOut,5,,,
main4-7,wait,2,,,
main4-7,end,reboot,,,
-,,,,,
