id,_natsuno<jpn>,natsuno<eng>,_kiko<jpn>,kiko<eng>,_shino<jpn>,shino<eng>,_akane<jpn>,akane<eng>,_minamo<jpn>,minamo<eng>,_itsuka<jpn>,itsuka<eng>,_hinase<jpn>,hinase<eng>,_meguru<jpn>,meguru<eng>
visitStage00,何か見つかるといいけど......,I hope we find something......,何か残ってますかね......,I wonder if there's anything left......,何があーるっかなっと,Let's see what we caaan find,何かあるかなー,<PLEASE_TRANSLATE>,なんかあるかねー,<PLEASE_TRANSLATE>,何か見つかるといいけど......,<PLEASE_TRANSLATE>,何か見つかるといいですね,<PLEASE_TRANSLATE>,何かないかなー,<PLEASE_TRANSLATE>
visitStage01,誰もいない......よね......,Nobody's here...... right......?,誰もいない......ですよね......,No one is here...... right......?,何かないかなー,I wonder if there's anything here,さてさてー？,<PLEASE_TRANSLATE>,はてはて......,<PLEASE_TRANSLATE>,何か残ってるかな......,<PLEASE_TRANSLATE>,誰かいませんかね......,<PLEASE_TRANSLATE>,ここには何があーるかな,<PLEASE_TRANSLATE>
visitStage02,さて......,Well......,うーんと......何かあるかな......,Um...... I wonder if there's anything here......,さーて......,Soo......,さーてっと,<PLEASE_TRANSLATE>,なーんかないかなーっと,<PLEASE_TRANSLATE>,さて......ここは......,<PLEASE_TRANSLATE>,さて......,<PLEASE_TRANSLATE>,さてさてさて......,<PLEASE_TRANSLATE>
selection00,{0}があるけど......。どうしよっか？,There's {0}...... What should we do?,{0}があります......。どれにします......？,There's {0}...... Which one should we take......?,{0}があるね。......どする？,There's {0}. ......What do we do?,{0}、見つけたー。どーする？,<PLEASE_TRANSLATE>,{0}......があるんだけど。どーしよ？,<PLEASE_TRANSLATE>,{0}がある......。どうする？,<PLEASE_TRANSLATE>,{0}があります......。どうします？,<PLEASE_TRANSLATE>,{0}がある......えー、どうしよ？,<PLEASE_TRANSLATE>
selected00,おっけー,Okay.,はい！,Yes!,りょーかい！,Gotcha!,おっけーい,<PLEASE_TRANSLATE>,おけーい,<PLEASE_TRANSLATE>,わかった,<PLEASE_TRANSLATE>,わかりました,<PLEASE_TRANSLATE>,わかりましたっす！,<PLEASE_TRANSLATE>
selectionSearch00,{0}があるけど......。どれ見てみよっか？,There's {0}...... Which one should we check out?,{0}があります......。どれ調べてみます......？,There's {0}...... Which one should I check......?,{0}があるね。......どれ調べてみる？,There's {0}. ......Which one should we check?,{0}があるねー。どれ見てみよっかー？,<PLEASE_TRANSLATE>,{0}があるけど......どれ見てみるん？,<PLEASE_TRANSLATE>,{0}がある......。どれ見てみようか？,<PLEASE_TRANSLATE>,{0}があります......。どれ見てみましょう？,<PLEASE_TRANSLATE>,{0}があるっすけど......。どれ見てみます......？,<PLEASE_TRANSLATE>
selectionAction00,{0}......。どうする？,{0}...... What should we do?,{0}......。どうしましょう......？,{0}...... What should we do......?,{0}......。うーん、どする？,"{0}...... Hmm, what do we do?",{0}......。んー。どーしよっか？,<PLEASE_TRANSLATE>,{0}......。うーむ。どする？,<PLEASE_TRANSLATE>,{0}......。どうする？,<PLEASE_TRANSLATE>,{0}......。どうします？,<PLEASE_TRANSLATE>,{0}......。どうしよ？,<PLEASE_TRANSLATE>
pre_itemGet00,{0}を調べてみる......,I'll check out {0}......,{0}を見てみます......,I'll take a look at {0}......,{0}を見てみるよ......,I'll take a look at {0}......,{0}を調べてみるー......,<PLEASE_TRANSLATE>,{0}、調べてみる......,<PLEASE_TRANSLATE>,{0}を調べてみる,<PLEASE_TRANSLATE>,{0}を調べてみます......,<PLEASE_TRANSLATE>,{0}、見てみよー,<PLEASE_TRANSLATE>
pre_itemGet01,{0}、見てみるね......,I'll take a look at {0}......,{0}、調べてみます......,I'll check {0}......,{0}、調べてみるね,I'll check out {0},{0}、見てみるねー,<PLEASE_TRANSLATE>,{0]、見てみよ,<PLEASE_TRANSLATE>,{0}を見てみる,<PLEASE_TRANSLATE>,{0}、見てみます......,<PLEASE_TRANSLATE>,{0}、見てみるっす！,<PLEASE_TRANSLATE>
pre_itemGet02,{0}......何かあるかな......,{0}...... I wonder if there's anything here......,うーん......{0}......何か見つかるかな......,Hmm...... {0}...... I wonder if I'll find anything......,{0}かー......何かあるかな～,"{0}, huh...... Wonder what's in there～",さて、{0}......何か出てくるといいなー,<PLEASE_TRANSLATE>,{0}......ね。なんかあるかな,<PLEASE_TRANSLATE>,{0}......何かあるといいけど,<PLEASE_TRANSLATE>,{0}......何かありますかね......,<PLEASE_TRANSLATE>,{0}......何かないかなー,<PLEASE_TRANSLATE>
itemGet00,<button>{0}</button>を見つけた。もらっていこ,I found <button>{0}</button>. I'll take it.,<button>{0}</button>を見つけました！　ごめんなさい、いただきます......！,I found <button>{0}</button>! Sorry...... I'll take it......!,<button>{0}</button>を見つけたよ！　らっきー！,I found <button>{0}</button>! Lucky!,<button>{0}</button>、みっけー,<PLEASE_TRANSLATE>,<button>{0}</button>、みっけた,<PLEASE_TRANSLATE>,<button>{0}</button>を見つけた。もらっていく,<PLEASE_TRANSLATE>,<button>{0}</button>を見つけました。いただいていきます,<PLEASE_TRANSLATE>,<button>{0}</button>、見つけた。いただき！,<PLEASE_TRANSLATE>
itemGet01,<button>{0}</button>、見つけたよ,Found <button>{0}</button>.,<button>{0}</button>ですね......いただいていきます......,It's <button>{0}</button>...... I'll take it with me......,<button>{0}</button>、だね。もらってこーっと,"<button>{0}</button>, huh. I'll take it",<button>{0}</button>見つけた。もらっちゃお,<PLEASE_TRANSLATE>,<button>{0}</button>、見つけた。もらってこう,<PLEASE_TRANSLATE>,<button>{0}</button>、見つけた,<PLEASE_TRANSLATE>,<button>{0}</button>、です。もらってしまいますね,<PLEASE_TRANSLATE>,<button>{0}</button>、みーっけ！,<PLEASE_TRANSLATE>
itemGet02,<button>{0}</button>......。もらっていこ,<button>{0}</button>...... I'll take it.,<button>{0}</button>、見つけました,I found <button>{0}</button>,<button>{0}</button>......大事に使いますんで！,<button>{0}</button>...... I'll make good use of it!,<button>{0}</button>、見つけたよー,<PLEASE_TRANSLATE>,<button>{0}</button>、はっけん......,<PLEASE_TRANSLATE>,<button>{0}</button>......。もらってく,<PLEASE_TRANSLATE>,<button>{0}</button>......。いただきます,<PLEASE_TRANSLATE>,<button>{0}</button>、発見！　もらっちゃおー,<PLEASE_TRANSLATE>
itemCountMax00,<button>{0}</button>を見つけたけど......これ以上持てないな......,I found <button>{0}</button>， but...... I can't carry anything else......,すみません......<button>{0}</button>、見つけたんですけど......カバンがいっぱいで......,"Sorry...... I found <button>{0}</button>, but...... my bag is full......",<button>{0}</button>見つけた！　でも手持ちがいっぱいだ！,I found <button>{0}</button>! But my bag's full!,<button>{0}</button>、見つけたけれど、手持ちがいっぱいだね,<PLEASE_TRANSLATE>,<button>{0}</button>、見つけたけど......これ以上は持てんなぁ,<PLEASE_TRANSLATE>,<button>{0}</button>を見つけたけど......これ以上持てそうにない,<PLEASE_TRANSLATE>,<button>{0}</button>を見つけました......でも、これ以上持てませんね......,<PLEASE_TRANSLATE>,<button>{0}</button>を見つけた......けど、これ以上持てない......,<PLEASE_TRANSLATE>
itemThrowConfirm00,どれ捨てていこっか？,Which one should we leave behind?,どれを置いていきましょうか......,Which one should we leave behind......?,どれ捨ててく？,Which one should I toss?,うーむ、どれを置いてく？,<PLEASE_TRANSLATE>,どれ、置いてくん？,<PLEASE_TRANSLATE>,どれ捨てていく？,<PLEASE_TRANSLATE>,どれ捨てていきます？,<PLEASE_TRANSLATE>,仕方ない......どれ捨てていこうかな......,<PLEASE_TRANSLATE>
itemThrowFailed00,え？　捨てていきたいやつの名前、答えてくれる？,Huh? Can you tell me the name of the thing you want to leave behind?,えと......どれを、置いていけばいいでしょうか......？,Um...... Which one should we leave behind......?,どれを捨ててくか、選んでくんない？,Can you pick which one to toss?,んー？　どれを置いていくか、選んでくんない？,<PLEASE_TRANSLATE>,え？　どれ置いてくか、選んでほしいんだけど？,<PLEASE_TRANSLATE>,......？　捨てていきたいやつの名前、答えてほしい,<PLEASE_TRANSLATE>,え？　捨てていきたいものの名前を、答えていただけますか？,<PLEASE_TRANSLATE>,え、えーと......捨てていきたいやつの名前、答えてほしいっす......,<PLEASE_TRANSLATE>
itemThrowCancel00,じゃあ、{0}もらっていこ,Then I'll take {0}.,じゃあ、{0}はもらっていきますね......！,Then I'll take {0} with me......!,じゃ、{0}はあたしがもらっちゃお,Then I'll take {0},じゃあ、{0}はもらっちゃうねー,<PLEASE_TRANSLATE>,じゃ、{0}はもらってく,<PLEASE_TRANSLATE>,じゃ、{0}もらっていく,<PLEASE_TRANSLATE>,じゃあ、{0}、もらっていきますね,<PLEASE_TRANSLATE>,じゃあ、{0}もらっていこーっと,<PLEASE_TRANSLATE>
itemThrow00,おっけ。じゃ、{0}は置いてくね,Okay. Then I'll leave {0} here.,はい！　{0}を置いていきます！,Yes! I'll leave {0} here!,らじゃ！　{0}よ、さらば！,"Roger! Goodbye, {0}!",うん。そーしよ。{0}、置いてく,<PLEASE_TRANSLATE>,おけい。{0}は置いてくよ,<PLEASE_TRANSLATE>,わかった。じゃあ、{0}は置いていく,<PLEASE_TRANSLATE>,はい。それでは、{0}は置いていきます。残念ですけど,<PLEASE_TRANSLATE>,じゃ、{0}は置いてくっす,<PLEASE_TRANSLATE>
itemThrowMore00,まだ荷物いっぱい......他に、何捨ててく？,My bag's still full...... What else should I leave behind?,まだ荷物いっぱいですね......他に、何置いていきます？,My bag is still full...... What else should we leave behind?,まだ荷物いっぱいだね......他に、何捨ててこっか？,My bag's still full...... What else should we toss?,まだ荷物いっぱいだねー。他に、何捨ててくー？,<PLEASE_TRANSLATE>,まだ荷物がたくさんだね。ほか、何置いてく？,<PLEASE_TRANSLATE>,まだ荷物がいっぱいだ......他に、何捨てていく？,<PLEASE_TRANSLATE>,まだ荷物いっぱいですね......他に、何捨てていきましょう？,<PLEASE_TRANSLATE>,まだ荷物いっぱいだ......他に、何捨ててくっすか？,<PLEASE_TRANSLATE>
itemUnuseable00,......え、今使えるものじゃなくない？,......Huh? Isn't that something we can still use?,え......？　今は使えません......,Huh......? I can't use it right now......,うん？　今使えなくない？,Huh? Can't we use it right now?,......？　それを今、どうしろってー？,<PLEASE_TRANSLATE>,うん？　それ今、どうにかしようある？,<PLEASE_TRANSLATE>,......？　今使えるものじゃないと思う,<PLEASE_TRANSLATE>,え......？　えーと......それは、今、使えるものですか......？,<PLEASE_TRANSLATE>,......え、今使えるものじゃない......かも,<PLEASE_TRANSLATE>
itemUnuseable_equip00,え......もう装備してるけど？,Huh...... I'm already equipped with that， though?,あの......もう装備してます......,Um...... I'm already wearing it......,え、もう装備してるよ？,"Huh, you're already wearing it?",えー？　もう装備してるけどー？,<PLEASE_TRANSLATE>,？　もう装備しとるよ？,<PLEASE_TRANSLATE>,......？　もう装備してるよ,<PLEASE_TRANSLATE>,え......もう装備してますよね......？,<PLEASE_TRANSLATE>,え......も、もう装備してるっす......,<PLEASE_TRANSLATE>
itemUnuseable_food00,料理に使えそうだね。帰ったら何つくろっかなー,Looks like we could use it for cooking. I wonder what I should make when we get back.,料理に使えそうですね。......今、料理は、ちょっと......,"It looks like it could be used for cooking...... But, um...... not right now......",料理に使えそうだね！　帰ったらやってみよ,Looks like we could use it for cooking! Let's try it when we get back,料理に使えるかもねー。今晩は何にしよっかなー,<PLEASE_TRANSLATE>,料理に使えるかも......。今晩は何かなぁ,<PLEASE_TRANSLATE>,料理に使えそうだ。帰ったら何つくろうか,<PLEASE_TRANSLATE>,料理に使えそうです。今日は何にしましょうかね,<PLEASE_TRANSLATE>,料理に使えそう！　帰ったら何つくってくれるかなー,<PLEASE_TRANSLATE>
itemUnuseable_tool00,え......もう手に持ってるけど？,Huh...... I'm already holding that， though?,あの......もう手に持ってます......,Um...... I'm already holding it......,え、もう手に持ってるよ？,"Huh, you're already holding it?",えー？　もう手に持ってるけどー？,<PLEASE_TRANSLATE>,うーん？　もう手に持ってるよ？,<PLEASE_TRANSLATE>,え......。もう手に持ってるけど,<PLEASE_TRANSLATE>,え？　もう手に持ってますよ？,<PLEASE_TRANSLATE>,えと......も、もう手に持ってるっす......,<PLEASE_TRANSLATE>
itemDrop00,あ......なんか出てきた......,Ah...... something came out......,わっ......なんか出てきました......,Ah...... something came out......,お！　なんか出てきた！,Oh! Something came out!,おー？　なんか出てきたねー,<PLEASE_TRANSLATE>,おおっと......なんか出てきた,<PLEASE_TRANSLATE>,ん......。なんか出てきた,<PLEASE_TRANSLATE>,あ......何か出てきました......,<PLEASE_TRANSLATE>,あ......なんか出てきた......,<PLEASE_TRANSLATE>
itemFind00,あ、こんなとこに......,Oh， here it is......,あ......こんなところに,Ah...... It's here,お！　こんなとこに！,Oh! Look at that!,おー。こんなところにー？,<PLEASE_TRANSLATE>,おっと......こんなとこに,<PLEASE_TRANSLATE>,あ......こんなところに,<PLEASE_TRANSLATE>,あら......まぁ、こんなところに,<PLEASE_TRANSLATE>,あ、こんなとこに......？,<PLEASE_TRANSLATE>
itemFindByLetter00,あ......<br>これが、書き置きにあったやつかな......,Ah......<br>Is this the thing from the note......?,あ......<br>これが、書き置きにあったやつ、ですかね......,"Ah......<br>This is the one mentioned in the note, I think......",あ！<br>これが、書き置きにあったやつ、っぽいね！,Ah!<br>This looks like the thing from the note!,お......<br>これが、書き置きにあったやつ、だねー,<PLEASE_TRANSLATE>,お......<br>これが、書き置きにあったやつかな,<PLEASE_TRANSLATE>,お......<br>これが、書き置きにあったやつ、だろうね,<PLEASE_TRANSLATE>,あ......<br>これが、書き置きにあったやつ、ですかね？,<PLEASE_TRANSLATE>,おお......<br>これが、書き置きにあったやつでは......？,<PLEASE_TRANSLATE>
itemInteract00,{0}、{1}に使ってみる......,I'll try using {0} on {1}......,{0}を{1}に使ってみますね......,I'll try using {0} on {1}......,{0}、{1}に使ってみるね！,I'll try using {0} on {1}!,{0}、{1}に使ってみるー,<PLEASE_TRANSLATE>,{0}、{1}に使ってみよ,<PLEASE_TRANSLATE>,{0}を、{1}に使ってみる,<PLEASE_TRANSLATE>,{0}、{1}に使ってみます......,<PLEASE_TRANSLATE>,{0}、{1}に使ってみるっす......,<PLEASE_TRANSLATE>
itemInteractConfirm00,{0}......どれに使うの？,{0}...... What should I use it on?,{0}......えと、どれに使いましょう？,"{0}...... Um, what should we use it on?",{0}......どれに使うの？,{0}...... Which one are we using it on?,{0}......どれに使うー？,<PLEASE_TRANSLATE>,{0}......どれに使うん？,<PLEASE_TRANSLATE>,{0}......どれに使う？,<PLEASE_TRANSLATE>,{0}......どれに使うんでしょう？,<PLEASE_TRANSLATE>,{0}......どれに使うの？　......っす,<PLEASE_TRANSLATE>
itemInteractFailed00,んー......<br>これに使ってもだめみたい,Hmm......<br>Looks like it doesn't work on this.,うーんと......<br>これには使いえないみたいです......,Hmm......<br>It doesn't seem like I can use it on this......,ん－、だめっぽいね<br>これに使うものじゃないや,"Hmm, doesn't look like it<br>Guess that's not what this is for",んー......<br>これに使うのは無理そうだよ,<PLEASE_TRANSLATE>,えー......<br>これに使うのはきびしくない？,<PLEASE_TRANSLATE>,......いや<br>これに使ってもだめみたいだ,<PLEASE_TRANSLATE>,えーと......<br>これに使っても、だめみたいです,<PLEASE_TRANSLATE>,え、ええと......<br>これに使ってもだめっぽいっす......,<PLEASE_TRANSLATE>
itemInteractCancel00,それ......には、使えなくない？,Can't we use that...... on it?,え......それには使えないと思います......,Huh...... I don't think we can use it on that......,え？　それには使えなくない？,"Huh? Can't use it on that, can we?",えー？　それに使うのは無理じゃない？,<PLEASE_TRANSLATE>,んん......？<br>それには使えんのでは......？,<PLEASE_TRANSLATE>,それには......使えないと思う,<PLEASE_TRANSLATE>,それ......には、使えないかと......,<PLEASE_TRANSLATE>,それ......には、使えなくない......っすか......？,<PLEASE_TRANSLATE>
itemBroken00,あ......{0}、壊れちゃった......,Ah...... {0} broke......,あっ......{0}、壊れちゃいました......,Ah...... {0} broke......,あ！　{0}、壊れちゃったよ......,Ah! {0} broke......,あや、{0}、壊れちゃった......,<PLEASE_TRANSLATE>,あ、{0}、壊れちゃった,<PLEASE_TRANSLATE>,あ......{0}、壊れた......,<PLEASE_TRANSLATE>,あ......{0}、壊れてしまいました......<br>お別れですね......,<PLEASE_TRANSLATE>,あ......{0}、壊れた......。す、すみません！,<PLEASE_TRANSLATE>
itemDropEnemy00,あ......{0}が何か落としてる......,Ah...... {0} dropped something......,あ......{0}、何か落としました......,Ah...... {0} dropped something......,お？　{0}が何か落としたねー,Oh? {0} dropped something～,お。{0}が何か落としたっぽい......,<PLEASE_TRANSLATE>,おー......{0}、何か落としとる......,<PLEASE_TRANSLATE>,あ......{0}が、何か落としてる,<PLEASE_TRANSLATE>,あ......{0}が何か落としたみたいです......,<PLEASE_TRANSLATE>,あ！　{0}が何か落としてる！,<PLEASE_TRANSLATE>
