id,_text<jpn>,text<eng>
object_warehouse01,薄暗い中に、ものの輪郭が見える。<br>{0}、{1}、{2}、眠っているなら、そのままにしておいた方がいいのでは、と思ってしまう。,<PLEASE_TRANSLATE>
object_kitchen00,きっと慌てて逃げたのだろう。<br>{0}や{1}、{2}が、散らかされたまま放置されている。,<PLEASE_TRANSLATE>
object_kitchen01,{0}、{1}、{2}、かつて使われていた跡があればあるほど、虚しい思いになる。,<PLEASE_TRANSLATE>
object_shop00,見回せば、{0}や、{1}や、{2}が目に入る。<br>もちろん、もともとあった姿からはずいぶんかけ離れてしまっている。,<PLEASE_TRANSLATE>
object_shop01,{0}や{1}、{2}が残されていた。<br>窓の大きな店は、光が奥までよく届く。,<PLEASE_TRANSLATE>
object_office00,デスクの並んだ部屋はずいぶん散らかされている。<br>{0}、{1}......いろんなものが散乱している。,<PLEASE_TRANSLATE>
object_office01,{0}、{1}、何事もなかったかのように整頓されているものもあれば、当時の騒動を思わせるものもある。,<PLEASE_TRANSLATE>
object_hall00,煌びやかだったはずの広間。<br>{0}や{1}、{2}も、{3}も、今はただ静かに再び光を受けるのを待っている。,<PLEASE_TRANSLATE>
object_hall01,こんなに広い空間の中では、{0}、{1}、{2}も{3}も縮こまって見える。,<PLEASE_TRANSLATE>
object_square00,往来のなくなってしまった道には、{0}や、{1}、{2}が放置されている。<br>いつか、道も道でなくなってしまうのだろうか。,<PLEASE_TRANSLATE>
object_square01,誰もいない。<br>だからって残されたものが消えるわけはない。<br>{0}も{1}も{2}も、かつての姿のままとはいえないけれど、まだそこにある。,<PLEASE_TRANSLATE>
object_road00,細い道にものが投げ込まれている。<br>{0}、{1}、荒れ果てて見えても、誰かがここにいたんだと思い出す。,<PLEASE_TRANSLATE>
object_road01,道を塞ぐようにして{0}が、{1}が放置されている。<br>そのくらい珍しくもないけれど。,<PLEASE_TRANSLATE>
object_garden00,{0}も、{1}も、もともとここにあったものだろうか。<br>きっと手入れされていたはずの庭も、今となっては見る影もない。,<PLEASE_TRANSLATE>
object_garden01,人が入ったのか、それとも獣がやってきたのか。<br>{0}も{1}も荒らされて見える。,<PLEASE_TRANSLATE>
object_tent00,テントの中には、{0}、{1}と、誰かの荷物がそのまま残されている。<br>ここでいったい何があったのか、想像するしかない。,<PLEASE_TRANSLATE>
object_tent01,人はいないのにテントだけが残されている。<br>{0}も{1}も、そのまま残っている。,<PLEASE_TRANSLATE>
object_grassland00,見晴らしがよかった。<br>{0}、{1}、{2}、ここから見えるだけでも、人の痕跡が残っているのがわかる。,<PLEASE_TRANSLATE>
object_grassland01,芝生が伸びてきて、いろんなものを覆い隠している。<br>それでも{0}と{1}と{2}はなんとか見つけた。,<PLEASE_TRANSLATE>
object_riverside00,澄んだ空気の中に、{0}や{1}が残されている。<br>でも、人の姿は見つけられない。,<PLEASE_TRANSLATE>
object_riverside01,川のせせらぎは涼しげだけれど、{0}や{1}はどこか不気味だった。,<PLEASE_TRANSLATE>
object_beach00,細波の音の中に、{0}や{1}が見えた。<br>誰かの手を離れた漂着物が残されている。,<PLEASE_TRANSLATE>
object_beach01,{0}、{1}、潮の香りの中に佇んでいる。,<PLEASE_TRANSLATE>
object_shore00,満ち潮の時間だろうか。<br>{0}が波の音と一緒に残されている。,<PLEASE_TRANSLATE>
object_shore01,{0}を見つけた。穏やかな潮風に揺られている。,<PLEASE_TRANSLATE>
object_library00,本に交じって、{0}や{1}が残されている。<br>やっぱり、ここにも誰かがいたのだろう。,<PLEASE_TRANSLATE>
object_library01,本の臭いが濃く漂う中に、{0}や{1}が残されている。,<PLEASE_TRANSLATE>
object_machineRoom00,放置されている{0}や{1}、{2}は、いつからそうしているのだろう。<br>部屋が広い分、残されたものたちの虚しさが強く感じられた。,<PLEASE_TRANSLATE>
object_machineRoom01,動くこともなければ、誰かに運ばれることもない。<br>{0}も{1}も{2}も、ここで静かに朽ちていくのを待っている。,<PLEASE_TRANSLATE>
object_carryIn00,{0}、{1}、{2}、{3}......かつてここに運び込まれたものだろうか。<br>埃が積もってしまって、もう二度と運び出されることはない。,<PLEASE_TRANSLATE>
object_carryIn01,本当はここが最後ではなく、またどこかへ運び出されるはずだっただろう。<br>{0}や{1}、{2}も{3}も、哀愁に影を落としている。,<PLEASE_TRANSLATE>
object_parking00,広い駐車場にぽつぽつとものが残されている。<br>{0}、{1}、{2}......ひっそりと日差しや雨風に耐えている。,<PLEASE_TRANSLATE>
object_parking01,こんなに暑い駐車場なら、誰の姿もなくったって奇妙じゃない。<br>それなのに......{0}、{1}、{2}、どうしてこんなにも寂しげなのか。,<PLEASE_TRANSLATE>
object_gallery00,{0}や{1}が乱雑に放置されている。<br>ここにも混乱があったのだと実感した。,<PLEASE_TRANSLATE>
object_gallery01,あまりに静かで、{0}や{1}が今に動き出さないかと、いらぬ想像をしてしまう。,<PLEASE_TRANSLATE>
object_attractions00,乗り物のそばに放置されている{0}や{1}には、異様な静けさがあった。<br>こんなところでさえ、以前のままではいられない。,<PLEASE_TRANSLATE>
object_attractions01,賑やかさが失われても、{0}も{1}もここにある。<br>ぽつんとたたずむ様は、いかにももの寂しい。,<PLEASE_TRANSLATE>
object_hospitalRoom00,今でも薬品の臭いが漂っている。<br>{0}にも、{1}にも、{2}にも、臭いが染みつているかもしれない。,<PLEASE_TRANSLATE>
object_hospitalRoom00,張り詰めるような空気の中に{0}や{1}、{2}が残されていた。<br>見ているだけで、息が苦しくなる。,<PLEASE_TRANSLATE>
object_classroom00,教室の独特の匂いの中に、{0}や{1}が残されている。,<PLEASE_TRANSLATE>
object_classroom01,開け放たれた窓から爽やかな風が入ってくる。<br>教室の隅で{0}や{1}がそよ風に撫でられていた。,<PLEASE_TRANSLATE>
object_underpass00,どこまで続いて見える道の隅に、{0}や{1}、{2}が残されている。,<PLEASE_TRANSLATE>
object_underpass01,暗闇の先を照らしてみれば、{0}、{1}、{2}......いろんなものが見つかる。<br>これからずっと、ここで陽も浴びずに過ごすのだろうか。,<PLEASE_TRANSLATE>
object_dining00,テーブルの陰に{0}や{1}が見つかった。,<PLEASE_TRANSLATE>
object_dining01,{0}に{1}......誰もいなくなってしまったけれど、そのまま残されたものがたくさんある。,<PLEASE_TRANSLATE>
object_marble00,耳を澄ましていると、{0}や{1}が聞こえてくるような気がする。,<PLEASE_TRANSLATE>
object_marble01,{0}、{1}......今聞こえたような気がするのは、気のせいだろうか。,<PLEASE_TRANSLATE>
object_marble02,{0}が聞こえた。{1}も。空耳でなければ。,<PLEASE_TRANSLATE>
object_marble03,何もかも、錯覚に思えてくる。{0}や{1}、今、聞こえたような気がするけれど。,<PLEASE_TRANSLATE>
-,,
