id,_word0<jpn>,word0<eng>,_word1<jpn>,word1<eng>
doNotKnow02,知らない,<PLEASE_TRANSLATE>,しらない,<PLEASE_TRANSLATE>
-,,,,
goodMorning00,おはよ,<PLEASE_TRANSLATE>,おはよ,<PLEASE_TRANSLATE>
goodMorning01,おはよう,<PLEASE_TRANSLATE>,おはよう,<PLEASE_TRANSLATE>
goodAfternoon00,こんにちは,<PLEASE_TRANSLATE>,こんにちは,<PLEASE_TRANSLATE>
goodNight00,おやすみ,<PLEASE_TRANSLATE>,おやすみ,<PLEASE_TRANSLATE>
goodNight01,おやすみなさい,<PLEASE_TRANSLATE>,おやすみなさい,<PLEASE_TRANSLATE>
howAreYou00,元気,<PLEASE_TRANSLATE>,げんき,<PLEASE_TRANSLATE>
whatIsYourHobby00,趣味は,<PLEASE_TRANSLATE>,しゅみは,<PLEASE_TRANSLATE>
whatIsYourHobby01,ご趣味は,<PLEASE_TRANSLATE>,ごしゅみは,<PLEASE_TRANSLATE>
cute00,可愛い,<PLEASE_TRANSLATE>,かわいい,<PLEASE_TRANSLATE>
-,,,,
someThing00,何か,<PLEASE_TRANSLATE>,なにか,<PLEASE_TRANSLATE>
love01,好き,<PLEASE_TRANSLATE>,すき,<PLEASE_TRANSLATE>
love03,好きだ,<PLEASE_TRANSLATE>,すきだ,<PLEASE_TRANSLATE>
love05,好きです,<PLEASE_TRANSLATE>,すきです,<PLEASE_TRANSLATE>
goodBye00,さよなら,<PLEASE_TRANSLATE>,さよなら,<PLEASE_TRANSLATE>
goodBye01,さようなら,<PLEASE_TRANSLATE>,さようなら,<PLEASE_TRANSLATE>
goodBye02,ばいばい,<PLEASE_TRANSLATE>,ばいばい,<PLEASE_TRANSLATE>
trick00,トリック,<PLEASE_TRANSLATE>,とりっく,<PLEASE_TRANSLATE>
treat00,トリート,<PLEASE_TRANSLATE>,とりーと,<PLEASE_TRANSLATE>
-,,,,
go00,行く,<PLEASE_TRANSLATE>,いく,<PLEASE_TRANSLATE>
go01,行ってみる,<PLEASE_TRANSLATE>,いってみる,<PLEASE_TRANSLATE>
go02,行きます,<PLEASE_TRANSLATE>,いきます,<PLEASE_TRANSLATE>
go03,行ってみます,<PLEASE_TRANSLATE>,いってみます,<PLEASE_TRANSLATE>
go04,行っちゃう,<PLEASE_TRANSLATE>,いっちゃう,<PLEASE_TRANSLATE>
go05,行こう,<PLEASE_TRANSLATE>,いこう,<PLEASE_TRANSLATE>
go06,行こ,<PLEASE_TRANSLATE>,いこ,<PLEASE_TRANSLATE>
go07,行きな,<PLEASE_TRANSLATE>,いきな,<PLEASE_TRANSLATE>
go08,行っとく,<PLEASE_TRANSLATE>,いっとく,<PLEASE_TRANSLATE>
go08,進む,<PLEASE_TRANSLATE>,すすむ,<PLEASE_TRANSLATE>
go09,進んでみる,<PLEASE_TRANSLATE>,すすんでみる,<PLEASE_TRANSLATE>
go10,進みます,<PLEASE_TRANSLATE>,すすみます,<PLEASE_TRANSLATE>
go11,進んでみます,<PLEASE_TRANSLATE>,すすんでみます,<PLEASE_TRANSLATE>
go12,進もう,<PLEASE_TRANSLATE>,すすもう,<PLEASE_TRANSLATE>
go12,入る,<PLEASE_TRANSLATE>,はいる,<PLEASE_TRANSLATE>
go13,入ってみる,<PLEASE_TRANSLATE>,はいってみる,<PLEASE_TRANSLATE>
go14,入ってみて,<PLEASE_TRANSLATE>,はいってみて,<PLEASE_TRANSLATE>
go15,入ってみます,<PLEASE_TRANSLATE>,はいってみます,<PLEASE_TRANSLATE>
go16,入れ,<PLEASE_TRANSLATE>,はいれ,<PLEASE_TRANSLATE>
go17,入ろう,<PLEASE_TRANSLATE>,はいろう,<PLEASE_TRANSLATE>
use00,使う,<PLEASE_TRANSLATE>,つかう,<PLEASE_TRANSLATE>
use01,使え,<PLEASE_TRANSLATE>,つかえ,<PLEASE_TRANSLATE>
use02,使って,<PLEASE_TRANSLATE>,つかって,<PLEASE_TRANSLATE>
use03,使っちゃって,<PLEASE_TRANSLATE>,つかっちゃって,<PLEASE_TRANSLATE>
use04,使います,<PLEASE_TRANSLATE>,つかいます,<PLEASE_TRANSLATE>
use05,使おう,<PLEASE_TRANSLATE>,つかおう,<PLEASE_TRANSLATE>
return00,戻る,<PLEASE_TRANSLATE>,もどる,<PLEASE_TRANSLATE>
return01,戻って,<PLEASE_TRANSLATE>,もどって,<PLEASE_TRANSLATE>
return02,戻れ,<PLEASE_TRANSLATE>,もどれ,<PLEASE_TRANSLATE>
return03,戻ろう,<PLEASE_TRANSLATE>,もどろう,<PLEASE_TRANSLATE>
return04,戻ろ,<PLEASE_TRANSLATE>,もどろ,<PLEASE_TRANSLATE>
return05,帰る,<PLEASE_TRANSLATE>,かえる,<PLEASE_TRANSLATE>
return06,帰って,<PLEASE_TRANSLATE>,かえって,<PLEASE_TRANSLATE>
return07,帰れ,<PLEASE_TRANSLATE>,かえれ,<PLEASE_TRANSLATE>
return08,帰ろう,<PLEASE_TRANSLATE>,かえろう,<PLEASE_TRANSLATE>
return09,帰ろ,<PLEASE_TRANSLATE>,かえろ,<PLEASE_TRANSLATE>
return10,帰ります,<PLEASE_TRANSLATE>,かえります,<PLEASE_TRANSLATE>
return11,帰りたい,<PLEASE_TRANSLATE>,かえりたい,<PLEASE_TRANSLATE>
search00,調べる,<PLEASE_TRANSLATE>,しらべる,<PLEASE_TRANSLATE>
search01,調べて,<PLEASE_TRANSLATE>,しらべて,<PLEASE_TRANSLATE>
search03,調べろ,<PLEASE_TRANSLATE>,しらべろ,<PLEASE_TRANSLATE>
search04,調べよう,<PLEASE_TRANSLATE>,しらべよう,<PLEASE_TRANSLATE>
search05,探索,<PLEASE_TRANSLATE>,たんさく,<PLEASE_TRANSLATE>
search06,探索する,<PLEASE_TRANSLATE>,たんさくする,<PLEASE_TRANSLATE>
search07,探索して,<PLEASE_TRANSLATE>,たんさくして,<PLEASE_TRANSLATE>
search08,探索しろ,<PLEASE_TRANSLATE>,たんさくしろ,<PLEASE_TRANSLATE>
search09,探索しよう,<PLEASE_TRANSLATE>,探索しよう,<PLEASE_TRANSLATE>
avoid00,よける,<PLEASE_TRANSLATE>,よける,<PLEASE_TRANSLATE>
avoid01,よけて,<PLEASE_TRANSLATE>,よけて,<PLEASE_TRANSLATE>
avoid02,よけろ,<PLEASE_TRANSLATE>,よけろ,<PLEASE_TRANSLATE>
avoid03,よけよう,<PLEASE_TRANSLATE>,よけよう,<PLEASE_TRANSLATE>
avoid04,避ける,<PLEASE_TRANSLATE>,さける,<PLEASE_TRANSLATE>
avoid05,避けて,<PLEASE_TRANSLATE>,さけて,<PLEASE_TRANSLATE>
avoid06,避けろ,<PLEASE_TRANSLATE>,さけろ,<PLEASE_TRANSLATE>
avoid07,避けよう,<PLEASE_TRANSLATE>,さけよう,<PLEASE_TRANSLATE>
avoid06,近づかない,<PLEASE_TRANSLATE>,ちかづかない,<PLEASE_TRANSLATE>
avoid07,近づかないで,<PLEASE_TRANSLATE>,ちかづかないで,<PLEASE_TRANSLATE>
avoid08,近づくな,<PLEASE_TRANSLATE>,ちかづくな,<PLEASE_TRANSLATE>
hide00,隠れる,<PLEASE_TRANSLATE>,かくれる,<PLEASE_TRANSLATE>
hide01,隠れて,<PLEASE_TRANSLATE>,かくれて,<PLEASE_TRANSLATE>
hide02,隠れろ,<PLEASE_TRANSLATE>,かくれろ,<PLEASE_TRANSLATE>
hide03,隠れよう,<PLEASE_TRANSLATE>,かくれよう,<PLEASE_TRANSLATE>
look00,見る,<PLEASE_TRANSLATE>,みる,<PLEASE_TRANSLATE>
look01,見て,<PLEASE_TRANSLATE>,みて,<PLEASE_TRANSLATE>
look02,見ろ,<PLEASE_TRANSLATE>,みろ,<PLEASE_TRANSLATE>
look03,見よう,<PLEASE_TRANSLATE>,みよう,<PLEASE_TRANSLATE>
look04,見てみる,<PLEASE_TRANSLATE>,みてみる,<PLEASE_TRANSLATE>
look05,見てみて,<PLEASE_TRANSLATE>,みてみて,<PLEASE_TRANSLATE>
look06,見てみます,<PLEASE_TRANSLATE>,みてみます,<PLEASE_TRANSLATE>
open00,開ける,<PLEASE_TRANSLATE>,あける,<PLEASE_TRANSLATE>
open01,開けて,<PLEASE_TRANSLATE>,あけて,<PLEASE_TRANSLATE>
open02,開けろ,<PLEASE_TRANSLATE>,あけろ,<PLEASE_TRANSLATE>
open03,開けよう,<PLEASE_TRANSLATE>,あけよう,<PLEASE_TRANSLATE>
pick00,掴む,<PLEASE_TRANSLATE>,つかむ,<PLEASE_TRANSLATE>
pick01,掴んで,<PLEASE_TRANSLATE>,つかんで,<PLEASE_TRANSLATE>
pick02,掴め,<PLEASE_TRANSLATE>,つかめ,<PLEASE_TRANSLATE>
pick03,掴もう,<PLEASE_TRANSLATE>,つかもう,<PLEASE_TRANSLATE>
push00,押す,<PLEASE_TRANSLATE>,おす,<PLEASE_TRANSLATE>
push01,押して,<PLEASE_TRANSLATE>,おして,<PLEASE_TRANSLATE>
push02,押せ,<PLEASE_TRANSLATE>,おせ,<PLEASE_TRANSLATE>
push03,押そう,<PLEASE_TRANSLATE>,おそう,<PLEASE_TRANSLATE>
pull00,引く,<PLEASE_TRANSLATE>,ひく,<PLEASE_TRANSLATE>
pull01,引いて,<PLEASE_TRANSLATE>,ひいて,<PLEASE_TRANSLATE>
pull02,引け,<PLEASE_TRANSLATE>,ひけ,<PLEASE_TRANSLATE>
pull03,引こう,<PLEASE_TRANSLATE>,ひこう,<PLEASE_TRANSLATE>
turn00,回す,<PLEASE_TRANSLATE>,まわす,<PLEASE_TRANSLATE>
turn01,回して,<PLEASE_TRANSLATE>,まわして,<PLEASE_TRANSLATE>
turn02,回せ,<PLEASE_TRANSLATE>,まわせ,<PLEASE_TRANSLATE>
turn03,回そう,<PLEASE_TRANSLATE>,まわそう,<PLEASE_TRANSLATE>
roll00,巻く,<PLEASE_TRANSLATE>,まく,<PLEASE_TRANSLATE>
roll01,巻いて,<PLEASE_TRANSLATE>,まいて,<PLEASE_TRANSLATE>
roll02,巻け,<PLEASE_TRANSLATE>,まけ,<PLEASE_TRANSLATE>
roll03,巻こう,<PLEASE_TRANSLATE>,まこう,<PLEASE_TRANSLATE>
play00,遊ぶ,<PLEASE_TRANSLATE>,あそぶ,<PLEASE_TRANSLATE>
play01,遊んで,<PLEASE_TRANSLATE>,あそんで,<PLEASE_TRANSLATE>
play02,遊べ,<PLEASE_TRANSLATE>,あそべ,<PLEASE_TRANSLATE>
play03,遊ぼう,<PLEASE_TRANSLATE>,あそぼう,<PLEASE_TRANSLATE>
twist00,捻る,<PLEASE_TRANSLATE>,ひねる,<PLEASE_TRANSLATE>
twist01,捻って,<PLEASE_TRANSLATE>,ひねって,<PLEASE_TRANSLATE>
twist02,捻れ,<PLEASE_TRANSLATE>,ひねれ,<PLEASE_TRANSLATE>
twist03,捻ろう,<PLEASE_TRANSLATE>,ひねろう,<PLEASE_TRANSLATE>
cut00,切る,<PLEASE_TRANSLATE>,きる,<PLEASE_TRANSLATE>
cut01,切って,<PLEASE_TRANSLATE>,きって,<PLEASE_TRANSLATE>
cut02,切れ,<PLEASE_TRANSLATE>,きれ,<PLEASE_TRANSLATE>
cut03,切ろう,<PLEASE_TRANSLATE>,きろう,<PLEASE_TRANSLATE>
sit00,座る,<PLEASE_TRANSLATE>,すわる,<PLEASE_TRANSLATE>
sit01,座って,<PLEASE_TRANSLATE>,すわって,<PLEASE_TRANSLATE>
sit02,座れ,<PLEASE_TRANSLATE>,すわれ,<PLEASE_TRANSLATE>
sit03,座ろう,<PLEASE_TRANSLATE>,すわろう,<PLEASE_TRANSLATE>
burn00,燃やす,<PLEASE_TRANSLATE>,もやす,<PLEASE_TRANSLATE>
burn01,燃やして,<PLEASE_TRANSLATE>,もやして,<PLEASE_TRANSLATE>
burn02,燃やせ,<PLEASE_TRANSLATE>,もやせ,<PLEASE_TRANSLATE>
burn03,燃やそう,<PLEASE_TRANSLATE>,もやそう,<PLEASE_TRANSLATE>
connect00,繋ぐ,<PLEASE_TRANSLATE>,つなぐ,<PLEASE_TRANSLATE>
connect01,繋いで,<PLEASE_TRANSLATE>,つないで,<PLEASE_TRANSLATE>
connect02,繋げ,<PLEASE_TRANSLATE>,つなげ,<PLEASE_TRANSLATE>
connect03,繋ごう,<PLEASE_TRANSLATE>,つなごう,<PLEASE_TRANSLATE>
break00,壊す,<PLEASE_TRANSLATE>,こわす,<PLEASE_TRANSLATE>
break01,壊して,<PLEASE_TRANSLATE>,こわして,<PLEASE_TRANSLATE>
break02,壊せ,<PLEASE_TRANSLATE>,こわせ,<PLEASE_TRANSLATE>
break03,壊そう,<PLEASE_TRANSLATE>,こわそう,<PLEASE_TRANSLATE>
observe00,観察する,<PLEASE_TRANSLATE>,かんさつする,<PLEASE_TRANSLATE>
observe01,観察して,<PLEASE_TRANSLATE>,かんさつして,<PLEASE_TRANSLATE>
observe02,観察しろ,<PLEASE_TRANSLATE>,かんさつしろ,<PLEASE_TRANSLATE>
observe03,観察,<PLEASE_TRANSLATE>,かんさつ,<PLEASE_TRANSLATE>
observe04,観察しよう,<PLEASE_TRANSLATE>,かんさつしよう,<PLEASE_TRANSLATE>
disregard00,ほっとく,<PLEASE_TRANSLATE>,ほっとく,<PLEASE_TRANSLATE>
disregard01,放っておく,<PLEASE_TRANSLATE>,ほうっておく,<PLEASE_TRANSLATE>
disregard02,ほっとけ,<PLEASE_TRANSLATE>,ほっとけ,<PLEASE_TRANSLATE>
disregard03,放っとけ,<PLEASE_TRANSLATE>,ほうっとけ,<PLEASE_TRANSLATE>
disregard04,ほっとこう,<PLEASE_TRANSLATE>,ほっとこう,<PLEASE_TRANSLATE>
disregard05,放っとこう,<PLEASE_TRANSLATE>,ほうっとこう,<PLEASE_TRANSLATE>
exchange00,交換,<PLEASE_TRANSLATE>,こうかん,<PLEASE_TRANSLATE>
exchange01,交換する,<PLEASE_TRANSLATE>,こうかんする,<PLEASE_TRANSLATE>
exchange02,交換して,<PLEASE_TRANSLATE>,こうかんして,<PLEASE_TRANSLATE>
exchange03,交換しろ,<PLEASE_TRANSLATE>,こうかんしろ,<PLEASE_TRANSLATE>
exchange04,交換しよう,<PLEASE_TRANSLATE>,こうかんしよう,<PLEASE_TRANSLATE>
escape00,逃げる,<PLEASE_TRANSLATE>,にげる,<PLEASE_TRANSLATE>
escape01,逃げます,<PLEASE_TRANSLATE>,にげます,<PLEASE_TRANSLATE>
escape02,逃げちゃう,<PLEASE_TRANSLATE>,にげちゃう,<PLEASE_TRANSLATE>
escape03,逃げよう,<PLEASE_TRANSLATE>,にげよう,<PLEASE_TRANSLATE>
escape04,逃げとく,<PLEASE_TRANSLATE>,にげとく,<PLEASE_TRANSLATE>
battle00,戦う,<PLEASE_TRANSLATE>,たたかう,<PLEASE_TRANSLATE>
battle01,戦います,<PLEASE_TRANSLATE>,たたかいます,<PLEASE_TRANSLATE>
battle02,戦おう,<PLEASE_TRANSLATE>,たたかおう,<PLEASE_TRANSLATE>
camping00,キャンプ,<PLEASE_TRANSLATE>,きゃんぷ,<PLEASE_TRANSLATE>
camping01,キャンプする,<PLEASE_TRANSLATE>,きゃんぷする,<PLEASE_TRANSLATE>
camping02,キャンプします,<PLEASE_TRANSLATE>,きゃんぷします,<PLEASE_TRANSLATE>
camping03,キャンプしよう,<PLEASE_TRANSLATE>,きゃんぷしよう,<PLEASE_TRANSLATE>
eat00,食べる,<PLEASE_TRANSLATE>,たべる,<PLEASE_TRANSLATE>
eat01,食べろ,<PLEASE_TRANSLATE>,たべろ,<PLEASE_TRANSLATE>
eat02,食べて,<PLEASE_TRANSLATE>,たべて,<PLEASE_TRANSLATE>
eat03,食べちゃって,<PLEASE_TRANSLATE>,たべちゃって,<PLEASE_TRANSLATE>
eat04,食べよう,<PLEASE_TRANSLATE>,たべよう,<PLEASE_TRANSLATE>
stay00,このまま,<PLEASE_TRANSLATE>,このまま,<PLEASE_TRANSLATE>
unequip00,外す,<PLEASE_TRANSLATE>,はずす,<PLEASE_TRANSLATE>
unequip01,外して,<PLEASE_TRANSLATE>,はずして,<PLEASE_TRANSLATE>
unequip02,外せ,<PLEASE_TRANSLATE>,はずせ,<PLEASE_TRANSLATE>
unequip03,外します,<PLEASE_TRANSLATE>,はずします,<PLEASE_TRANSLATE>
unequip04,外そう,<PLEASE_TRANSLATE>,はずそう,<PLEASE_TRANSLATE>
hit00,叩く,<PLEASE_TRANSLATE>,たたく,<PLEASE_TRANSLATE>
hit01,叩こう,<PLEASE_TRANSLATE>,たたこう,<PLEASE_TRANSLATE>
hit02,叩いて,<PLEASE_TRANSLATE>,たたいて,<PLEASE_TRANSLATE>
hit03,叩け,<PLEASE_TRANSLATE>,たたけ,<PLEASE_TRANSLATE>
hit04,殴る,<PLEASE_TRANSLATE>,なぐる,<PLEASE_TRANSLATE>
hit05,殴ろう,<PLEASE_TRANSLATE>,なぐろう,<PLEASE_TRANSLATE>
hit06,殴って,<PLEASE_TRANSLATE>,なぐって,<PLEASE_TRANSLATE>
hit07,殴れ,<PLEASE_TRANSLATE>,なぐれ,<PLEASE_TRANSLATE>
-,,,,
